# Time-averaged data for fix rhoAve
# TimeStep v_rho
3210000 0.981818
3212000 0.983091
3214000 0.983839
3216000 0.982686
3218000 0.982238
3220000 0.982813
3222000 0.983241
3224000 0.983284
3226000 0.981405
3228000 0.980116
3230000 0.979563
3232000 0.97978
3234000 0.98291
3236000 0.981843
3238000 0.979678
3240000 0.979556
3242000 0.978737
3244000 0.980551
3246000 0.980937
3248000 0.979816
3250000 0.979249
3252000 0.979898
3254000 0.979156
3256000 0.978019
3258000 0.978271
3260000 0.977298
3262000 0.978164
3264000 0.976622
3266000 0.978272
3268000 0.979513
3270000 0.981857
3272000 0.981753
3274000 0.981942
3276000 0.980981
3278000 0.980308
3280000 0.980247
3282000 0.982459
3284000 0.980787
3286000 0.978025
3288000 0.978529
3290000 0.979922
3292000 0.978995
3294000 0.978373
3296000 0.980123
3298000 0.980478
3300000 0.981034
3302000 0.980049
3304000 0.980048
3306000 0.979435
3308000 0.980675
3310000 0.979945
3312000 0.982071
3314000 0.980826
3316000 0.981819
3318000 0.982915
3320000 0.984382
3322000 0.983867
3324000 0.986621
3326000 0.98589
3328000 0.982526
3330000 0.980036
3332000 0.983002
3334000 0.984002
3336000 0.984335
3338000 0.985628
3340000 0.984797
3342000 0.982599
3344000 0.981194
3346000 0.980124
3348000 0.980259
3350000 0.979741
3352000 0.982805
3354000 0.982037
3356000 0.981116
3358000 0.979281
3360000 0.981506
3362000 0.979592
3364000 0.980037
3366000 0.978294
3368000 0.977301
3370000 0.97566
3372000 0.974484
3374000 0.974063
3376000 0.975681
3378000 0.976162
3380000 0.978146
3382000 0.980133
3384000 0.982725
3386000 0.982617
3388000 0.981952
3390000 0.983888
3392000 0.98269
3394000 0.978643
3396000 0.979035
3398000 0.976688
3400000 0.975194
3402000 0.976428
3404000 0.977034
3406000 0.978769
3408000 0.979214
3410000 0.977177
3412000 0.978713
3414000 0.980635
3416000 0.982428
3418000 0.981541
3420000 0.984326
3422000 0.985305
3424000 0.984363
3426000 0.984353
3428000 0.984781
3430000 0.985321
3432000 0.988294
3434000 0.988931
3436000 0.989083
3438000 0.988404
3440000 0.985153
3442000 0.982836
3444000 0.982875
3446000 0.986023
3448000 0.987964
3450000 0.988576
3452000 0.988153
3454000 0.988117
3456000 0.988145
3458000 0.986014
3460000 0.985881
3462000 0.985245
3464000 0.982122
3466000 0.983713
3468000 0.981169
3470000 0.979389
3472000 0.977326
3474000 0.978308
3476000 0.976556
3478000 0.974246
3480000 0.97707
3482000 0.979524
3484000 0.980172
3486000 0.981101
3488000 0.979616
3490000 0.981487
3492000 0.981383
3494000 0.98193
3496000 0.984748
3498000 0.985081
3500000 0.983156
3502000 0.98611
3504000 0.987342
3506000 0.990145
3508000 0.986266
3510000 0.987505
3512000 0.990267
3514000 0.990462
3516000 0.990315
3518000 0.985874
3520000 0.982046
3522000 0.981583
3524000 0.982704
3526000 0.982295
3528000 0.982179
3530000 0.984319
3532000 0.986984
3534000 0.989908
3536000 0.988588
3538000 0.989512
3540000 0.991436
3542000 0.989831
3544000 0.989706
3546000 0.988118
3548000 0.983074
3550000 0.980208
3552000 0.983082
3554000 0.984796
3556000 0.981714
3558000 0.980833
3560000 0.980491
3562000 0.977012
3564000 0.976679
3566000 0.977402
3568000 0.979309
3570000 0.980495
3572000 0.982738
3574000 0.981686
3576000 0.982495
3578000 0.981996
3580000 0.982002
3582000 0.983727
3584000 0.982768
3586000 0.978923
3588000 0.978373
3590000 0.978418
3592000 0.979019
3594000 0.980839
3596000 0.982343
3598000 0.980673
3600000 0.979401
3602000 0.981757
3604000 0.982114
3606000 0.979991
3608000 0.978658
3610000 0.976604
3612000 0.976965
3614000 0.979198
3616000 0.979384
3618000 0.981452
3620000 0.980262
3622000 0.980547
3624000 0.981963
3626000 0.982223
3628000 0.980848
3630000 0.980614
3632000 0.981375
3634000 0.979324
3636000 0.97795
3638000 0.977308
3640000 0.976556
3642000 0.977564
3644000 0.977315
3646000 0.977871
3648000 0.98132
3650000 0.981977
3652000 0.978887
3654000 0.975494
3656000 0.974077
3658000 0.975306
3660000 0.973417
3662000 0.973383
3664000 0.980523
3666000 0.983696
3668000 0.982201
3670000 0.980847
3672000 0.982329
3674000 0.981923
3676000 0.983942
3678000 0.985305
3680000 0.988501
3682000 0.990445
3684000 0.988036
3686000 0.988207
3688000 0.9888
3690000 0.987114
3692000 0.984471
3694000 0.985877
3696000 0.986759
3698000 0.987314
3700000 0.985663
3702000 0.984742
3704000 0.983332
3706000 0.984942
3708000 0.985568
3710000 0.984532
3712000 0.981684
3714000 0.978365
3716000 0.977354
3718000 0.975959
3720000 0.975869
3722000 0.977302
3724000 0.975375
3726000 0.97765
3728000 0.980481
3730000 0.981002
3732000 0.980508
3734000 0.979988
3736000 0.981505
3738000 0.979825
3740000 0.978938
3742000 0.980816
3744000 0.978438
3746000 0.979963
3748000 0.981418
3750000 0.983944
3752000 0.98406
3754000 0.982388
3756000 0.983065
3758000 0.98239
3760000 0.981431
3762000 0.980542
3764000 0.979518
3766000 0.982184
3768000 0.979467
3770000 0.98027
3772000 0.981071
3774000 0.980011
3776000 0.979879
3778000 0.981401
3780000 0.982276
3782000 0.980611
3784000 0.980759
3786000 0.981314
3788000 0.98296
3790000 0.983828
3792000 0.982589
3794000 0.986109
3796000 0.987697
3798000 0.987963
3800000 0.989979
3802000 0.990129
3804000 0.986805
3806000 0.986299
3808000 0.985911
3810000 0.985357
3812000 0.985716
3814000 0.983413
3816000 0.984155
3818000 0.985536
3820000 0.984013
3822000 0.984422
3824000 0.982166
3826000 0.984072
3828000 0.985184
3830000 0.982374
3832000 0.984673
3834000 0.985968
3836000 0.983639
3838000 0.983115
3840000 0.982603
3842000 0.981749
3844000 0.980937
3846000 0.980816
3848000 0.979464
3850000 0.97781
3852000 0.977155
3854000 0.975426
3856000 0.978061
3858000 0.980899
3860000 0.98133
3862000 0.980189
3864000 0.979762
3866000 0.981969
3868000 0.981193
3870000 0.980316
3872000 0.979808
3874000 0.981311
3876000 0.983729
3878000 0.98468
3880000 0.982515
3882000 0.980373
3884000 0.979834
3886000 0.980994
3888000 0.981221
3890000 0.981953
3892000 0.983183
3894000 0.98271
3896000 0.982998
3898000 0.984375
3900000 0.98192
3902000 0.980508
3904000 0.980885
3906000 0.978898
3908000 0.978223
3910000 0.980478
3912000 0.980716
3914000 0.979772
3916000 0.981393
3918000 0.98222
3920000 0.98347
3922000 0.985894
3924000 0.985686
3926000 0.985414
3928000 0.982588
3930000 0.981854
3932000 0.981378
3934000 0.983008
3936000 0.984071
3938000 0.986882
3940000 0.984489
3942000 0.982718
3944000 0.982858
3946000 0.98468
3948000 0.986615
3950000 0.985109
3952000 0.981518
3954000 0.983712
3956000 0.986419
3958000 0.984023
3960000 0.982811
3962000 0.981483
3964000 0.981756
3966000 0.983108
3968000 0.981709
3970000 0.981321
3972000 0.979896
3974000 0.977285
3976000 0.9749
3978000 0.975211
3980000 0.977057
3982000 0.97893
3984000 0.981381
3986000 0.983624
3988000 0.981623
3990000 0.980114
3992000 0.981375
3994000 0.982251
3996000 0.983399
3998000 0.982968
4000000 0.982028
4002000 0.979634
4004000 0.97895
4006000 0.97706
4008000 0.976372
4010000 0.979251
4012000 0.983302
4014000 0.981546
4016000 0.981647
4018000 0.982776
4020000 0.9841
4022000 0.983955
4024000 0.98681
4026000 0.987324
4028000 0.986437
4030000 0.986142
4032000 0.985277
4034000 0.985164
4036000 0.984013
4038000 0.982724
4040000 0.981783
4042000 0.982888
4044000 0.983544
4046000 0.981749
4048000 0.982115
4050000 0.981493
4052000 0.979663
4054000 0.980172
4056000 0.976755
4058000 0.975988
4060000 0.977087
4062000 0.97777
4064000 0.980495
4066000 0.984115
4068000 0.981464
4070000 0.980972
4072000 0.981018
4074000 0.979964
4076000 0.979792
4078000 0.98172
4080000 0.983962
4082000 0.982202
4084000 0.980738
4086000 0.981938
4088000 0.981821
4090000 0.98241
4092000 0.981243
4094000 0.982951
4096000 0.982256
4098000 0.983357
4100000 0.984431
4102000 0.985621
4104000 0.988057
4106000 0.986356
4108000 0.985788
4110000 0.987205
4112000 0.985717
4114000 0.984066
4116000 0.983345
4118000 0.986094
4120000 0.985163
4122000 0.986595
4124000 0.985265
4126000 0.984311
4128000 0.985694
4130000 0.984995
4132000 0.985152
4134000 0.987685
4136000 0.990035
4138000 0.988713
4140000 0.986755
4142000 0.98599
4144000 0.98218
4146000 0.980551
4148000 0.979283
4150000 0.979509
4152000 0.979426
4154000 0.983218
4156000 0.984879
4158000 0.983368
4160000 0.98342
4162000 0.981717
4164000 0.977961
4166000 0.975056
4168000 0.974941
4170000 0.975095
4172000 0.977522
4174000 0.980612
4176000 0.981299
4178000 0.979316
4180000 0.978338
4182000 0.9785
4184000 0.976816
4186000 0.978173
4188000 0.980025
4190000 0.98103
4192000 0.978541
4194000 0.978991
4196000 0.979454
4198000 0.977166
4200000 0.979864
4202000 0.983203
4204000 0.984175
4206000 0.983958
4208000 0.985891
4210000 0.984284
4212000 0.983705
4214000 0.983533
4216000 0.985096
4218000 0.983694
4220000 0.983509
4222000 0.982867
4224000 0.984152
4226000 0.983657
4228000 0.985273
4230000 0.987011
4232000 0.985924
4234000 0.986101
4236000 0.983736
4238000 0.983825
4240000 0.984236
4242000 0.984596
4244000 0.982009
4246000 0.980095
4248000 0.982026
4250000 0.985337
4252000 0.983632
4254000 0.981224
4256000 0.977933
4258000 0.975896
4260000 0.976711
4262000 0.975712
4264000 0.975999
4266000 0.98063
4268000 0.983866
4270000 0.984893
4272000 0.985976
4274000 0.986152
4276000 0.985527
4278000 0.982199
4280000 0.981323
4282000 0.981425
4284000 0.979716
4286000 0.977796
4288000 0.978448
4290000 0.979785
4292000 0.977383
4294000 0.974034
4296000 0.973512
4298000 0.973042
4300000 0.972582
4302000 0.974842
4304000 0.9764
4306000 0.976954
4308000 0.975756
4310000 0.972358
4312000 0.972518
4314000 0.975448
4316000 0.975019
4318000 0.974788
4320000 0.978909
4322000 0.981115
4324000 0.98353
4326000 0.98462
4328000 0.98461
4330000 0.985872
4332000 0.986627
4334000 0.98599
4336000 0.982871
4338000 0.982378
4340000 0.980698
4342000 0.980803
4344000 0.980265
4346000 0.980328
4348000 0.981684
4350000 0.979037
4352000 0.980225
4354000 0.97977
4356000 0.979329
4358000 0.979392
4360000 0.980598
4362000 0.982565
4364000 0.981486
4366000 0.981556
4368000 0.981269
4370000 0.98538
4372000 0.984876
4374000 0.984601
4376000 0.984859
4378000 0.987092
4380000 0.987935
4382000 0.986996
4384000 0.987028
4386000 0.986339
4388000 0.98624
4390000 0.986488
4392000 0.986708
4394000 0.984261
4396000 0.98071
4398000 0.980009
4400000 0.981334
4402000 0.97794
4404000 0.978062
4406000 0.97695
4408000 0.976358
4410000 0.975361
4412000 0.973138
4414000 0.975103
4416000 0.97706
4418000 0.979193
4420000 0.98012
4422000 0.981072
4424000 0.981935
4426000 0.981059
4428000 0.979029
4430000 0.980901
4432000 0.980605
4434000 0.980258
4436000 0.980432
4438000 0.983809
4440000 0.985766
4442000 0.985734
4444000 0.985716
4446000 0.985939
4448000 0.983976
4450000 0.983237
4452000 0.980231
4454000 0.982316
4456000 0.983993
4458000 0.981993
4460000 0.981854
4462000 0.981738
4464000 0.981012
4466000 0.981349
4468000 0.981191
4470000 0.97966
4472000 0.98174
4474000 0.983241
4476000 0.983986
4478000 0.985016
4480000 0.98498
4482000 0.985233
4484000 0.983404
4486000 0.983388
4488000 0.983185
4490000 0.97805
4492000 0.979912
4494000 0.981315
4496000 0.982564
4498000 0.984574
4500000 0.982281
4502000 0.982064
4504000 0.983534
4506000 0.984607
4508000 0.982255
4510000 0.982446
4512000 0.982747
4514000 0.98197
4516000 0.980816
4518000 0.983867
4520000 0.984561
4522000 0.985454
4524000 0.984647
4526000 0.984293
4528000 0.985628
4530000 0.987621
4532000 0.98602
4534000 0.983712
4536000 0.983576
4538000 0.985093
4540000 0.985579
4542000 0.983454
4544000 0.982496
4546000 0.981635
4548000 0.982264
4550000 0.983321
4552000 0.982232
4554000 0.982159
4556000 0.981474
4558000 0.980846
4560000 0.98273
4562000 0.983239
4564000 0.982684
4566000 0.980637
4568000 0.983054
4570000 0.98284
4572000 0.981549
4574000 0.980879
4576000 0.98236
4578000 0.984949
4580000 0.986518
4582000 0.985854
4584000 0.9846
4586000 0.985362
4588000 0.987059
4590000 0.987451
4592000 0.985989
4594000 0.987966
4596000 0.988076
4598000 0.982147
4600000 0.977607
4602000 0.978309
4604000 0.98016
4606000 0.982085
4608000 0.982658
4610000 0.983391
4612000 0.984449
4614000 0.983687
4616000 0.983464
4618000 0.985357
4620000 0.984911
4622000 0.987398
4624000 0.986092
4626000 0.984931
4628000 0.984511
4630000 0.983912
4632000 0.983649
4634000 0.983804
4636000 0.982865
4638000 0.983387
4640000 0.983598
4642000 0.984052
4644000 0.984832
4646000 0.983937
4648000 0.982778
4650000 0.98246
4652000 0.980169
4654000 0.981655
4656000 0.97998
4658000 0.977532
4660000 0.976606
4662000 0.977969
4664000 0.977922
4666000 0.977362
4668000 0.979829
4670000 0.979506
4672000 0.978406
4674000 0.975359
4676000 0.975815
4678000 0.975649
4680000 0.980043
4682000 0.98063
4684000 0.978027
4686000 0.982552
4688000 0.982824
4690000 0.980455
4692000 0.980988
4694000 0.980097
4696000 0.979442
4698000 0.976745
4700000 0.974686
4702000 0.975679
4704000 0.975602
4706000 0.974493
4708000 0.974545
4710000 0.973227
4712000 0.973868
4714000 0.974362
4716000 0.973884
4718000 0.974631
4720000 0.975397
4722000 0.976435
4724000 0.977045
4726000 0.978288
4728000 0.976747
4730000 0.976983
4732000 0.978002
4734000 0.975553
4736000 0.976793
4738000 0.976798
4740000 0.977316
4742000 0.977551
4744000 0.975367
4746000 0.970463
4748000 0.971137
4750000 0.973486
4752000 0.97657
4754000 0.979241
4756000 0.979281
4758000 0.979119
4760000 0.978795
4762000 0.976472
4764000 0.977844
4766000 0.978678
4768000 0.981978
4770000 0.980888
4772000 0.981047
4774000 0.979936
4776000 0.977773
4778000 0.976864
4780000 0.978606
4782000 0.980916
4784000 0.97972
4786000 0.976899
4788000 0.974974
4790000 0.976774
4792000 0.981531
4794000 0.985741
4796000 0.983629
4798000 0.98273
4800000 0.981535
4802000 0.982541
4804000 0.983231
4806000 0.982445
4808000 0.982226
4810000 0.980125
4812000 0.979111
4814000 0.976782
4816000 0.977528
4818000 0.980797
4820000 0.982884
4822000 0.985674
4824000 0.987184
4826000 0.987338
4828000 0.988696
4830000 0.990825
4832000 0.990058
4834000 0.992274
4836000 0.992983
4838000 0.991754
4840000 0.991987
4842000 0.990198
4844000 0.986744
4846000 0.983839
4848000 0.989389
4850000 0.989974
4852000 0.98795
4854000 0.988149
4856000 0.989047
4858000 0.989703
4860000 0.989284
4862000 0.9904
4864000 0.989361
4866000 0.987627
4868000 0.988268
4870000 0.985763
4872000 0.982909
4874000 0.98578
4876000 0.985899
4878000 0.985227
4880000 0.983277
4882000 0.979332
4884000 0.977668
4886000 0.978821
4888000 0.977417
4890000 0.978529
4892000 0.982489
4894000 0.984409
4896000 0.982684
4898000 0.983685
4900000 0.984024
4902000 0.984682
4904000 0.982596
4906000 0.981548
4908000 0.97926
4910000 0.977879
4912000 0.981018
4914000 0.983648
4916000 0.981861
4918000 0.982279
4920000 0.980954
4922000 0.981445
4924000 0.983174
4926000 0.982749
4928000 0.984401
4930000 0.983821
4932000 0.982667
4934000 0.98535
4936000 0.983699
4938000 0.98227
4940000 0.982098
4942000 0.984665
4944000 0.9869
4946000 0.987421
4948000 0.989765
4950000 0.986988
4952000 0.98678
4954000 0.987757
4956000 0.986128
4958000 0.9841
4960000 0.981652
4962000 0.981377
4964000 0.981366
4966000 0.982648
4968000 0.985389
4970000 0.986525
4972000 0.987961
4974000 0.989249
4976000 0.990694
4978000 0.990137
4980000 0.989532
4982000 0.988317
4984000 0.985591
4986000 0.983039
4988000 0.983984
4990000 0.985681
4992000 0.985662
4994000 0.98377
4996000 0.984054
4998000 0.987759
5000000 0.985243
5002000 0.988198
5004000 0.989018
5006000 0.987565
5008000 0.986351
5010000 0.987689
5012000 0.984975
5014000 0.983865
5016000 0.984072
5018000 0.984618
5020000 0.98579
5022000 0.983341
5024000 0.986547
5026000 0.985081
5028000 0.985499
5030000 0.98845
5032000 0.990396
5034000 0.987366
5036000 0.986109
5038000 0.986711
5040000 0.987468
5042000 0.98502
5044000 0.984057
5046000 0.981229
5048000 0.979509
5050000 0.981333
5052000 0.985058
5054000 0.985014
5056000 0.984417
5058000 0.984502
5060000 0.980958
5062000 0.981677
5064000 0.980687
5066000 0.980332
5068000 0.981624
5070000 0.984778
5072000 0.986635
5074000 0.985023
5076000 0.986609
5078000 0.988897
5080000 0.988802
5082000 0.987941
5084000 0.988795
5086000 0.986838
5088000 0.984862
5090000 0.983718
5092000 0.981622
5094000 0.983527
5096000 0.98359
5098000 0.985284
5100000 0.987813
5102000 0.988274
5104000 0.987525
5106000 0.989936
5108000 0.988478
5110000 0.986557
5112000 0.981248
5114000 0.976025
5116000 0.97411
5118000 0.973458
5120000 0.976488
5122000 0.977696
5124000 0.980268
5126000 0.982774
5128000 0.981769
5130000 0.982658
5132000 0.982846
5134000 0.983113
5136000 0.98463
5138000 0.985475
5140000 0.98604
5142000 0.983405
5144000 0.981237
5146000 0.980121
5148000 0.978767
5150000 0.978015
5152000 0.979931
5154000 0.982859
5156000 0.983055
5158000 0.981464
5160000 0.978738
5162000 0.977342
5164000 0.976218
5166000 0.975776
5168000 0.97598
5170000 0.977484
5172000 0.97673
5174000 0.979047
5176000 0.977379
5178000 0.976443
5180000 0.977605
5182000 0.978869
5184000 0.978613
5186000 0.977791
5188000 0.97834
5190000 0.976035
5192000 0.976464
5194000 0.977787
5196000 0.97671
5198000 0.976875
5200000 0.979626
5202000 0.982856
5204000 0.985262
5206000 0.983419
5208000 0.984264
5210000 0.984327
5212000 0.984914
5214000 0.984736
5216000 0.983588
5218000 0.984476
5220000 0.984075
5222000 0.984148
5224000 0.984551
5226000 0.985865
5228000 0.986044
5230000 0.984073
5232000 0.983473
5234000 0.986335
5236000 0.986214
5238000 0.986045
5240000 0.985227
5242000 0.98318
5244000 0.986204
5246000 0.986547
5248000 0.987544
5250000 0.989439
5252000 0.988028
5254000 0.983956
5256000 0.982246
5258000 0.983132
5260000 0.986316
5262000 0.986005
5264000 0.983043
5266000 0.982673
5268000 0.98203
5270000 0.983035
5272000 0.983545
5274000 0.983929
5276000 0.98489
5278000 0.985048
5280000 0.9845
5282000 0.984902
5284000 0.986345
5286000 0.98344
5288000 0.981841
5290000 0.982143
5292000 0.980126
5294000 0.980245
5296000 0.980793
5298000 0.98042
5300000 0.979648
5302000 0.97951
5304000 0.979363
5306000 0.979212
5308000 0.978158
5310000 0.978022
5312000 0.975702
5314000 0.976918
5316000 0.978489
5318000 0.978559
5320000 0.976842
5322000 0.977256
5324000 0.978037
5326000 0.977733
5328000 0.979049
5330000 0.980613
5332000 0.984507
5334000 0.984219
5336000 0.983619
5338000 0.981477
5340000 0.98115
5342000 0.983655
5344000 0.984992
5346000 0.984964
5348000 0.986507
5350000 0.985778
5352000 0.982121
5354000 0.982545
5356000 0.982311
5358000 0.98169
5360000 0.979952
5362000 0.981998
5364000 0.982461
5366000 0.984951
5368000 0.987422
5370000 0.989492
5372000 0.988236
5374000 0.987559
5376000 0.988226
5378000 0.984732
5380000 0.984322
5382000 0.986177
5384000 0.984039
5386000 0.984226
5388000 0.986277
5390000 0.98439
5392000 0.98438
5394000 0.983264
5396000 0.980931
5398000 0.980083
5400000 0.979809
5402000 0.979323
5404000 0.979631
5406000 0.980318
5408000 0.98165
5410000 0.981892
5412000 0.982454
5414000 0.981448
5416000 0.984668
5418000 0.985567
5420000 0.983271
5422000 0.983732
5424000 0.981768
5426000 0.982162
5428000 0.982622
5430000 0.98457
5432000 0.983784
5434000 0.984518
5436000 0.98371
5438000 0.98411
5440000 0.9846
5442000 0.987488
5444000 0.988476
5446000 0.989211
5448000 0.986812
5450000 0.984278
5452000 0.984279
5454000 0.988379
5456000 0.985686
5458000 0.982734
5460000 0.985997
5462000 0.985902
5464000 0.989474
5466000 0.99013
5468000 0.988133
5470000 0.985724
5472000 0.986232
5474000 0.987042
5476000 0.988895
5478000 0.990909
5480000 0.990119
5482000 0.989542
5484000 0.988412
5486000 0.988445
5488000 0.989059
5490000 0.989518
5492000 0.988946
5494000 0.987179
5496000 0.989639
5498000 0.992571
5500000 0.991786
5502000 0.991284
5504000 0.986871
5506000 0.986694
5508000 0.989416
5510000 0.987995
5512000 0.984389
5514000 0.983444
5516000 0.981145
5518000 0.976813
5520000 0.975695
5522000 0.977785
5524000 0.979501
5526000 0.979392
5528000 0.979725
5530000 0.980685
5532000 0.982288
5534000 0.986275
5536000 0.987308
5538000 0.984291
5540000 0.984086
5542000 0.983058
5544000 0.982388
5546000 0.982237
5548000 0.983078
5550000 0.981
5552000 0.979162
5554000 0.979167
5556000 0.979332
5558000 0.981048
5560000 0.979155
5562000 0.978239
5564000 0.979032
5566000 0.982801
5568000 0.982383
5570000 0.983922
5572000 0.983917
5574000 0.982229
5576000 0.982402
5578000 0.983077
5580000 0.980121
5582000 0.979868
5584000 0.979404
5586000 0.979307
5588000 0.980783
5590000 0.981227
5592000 0.982067
5594000 0.982762
5596000 0.98413
5598000 0.984925
5600000 0.986457
5602000 0.986036
5604000 0.986245
5606000 0.984424
5608000 0.981516
5610000 0.980348
5612000 0.980736
5614000 0.978147
5616000 0.978947
5618000 0.97814
5620000 0.978109
5622000 0.98017
5624000 0.979987
5626000 0.980877
5628000 0.978849
5630000 0.980876
5632000 0.983307
5634000 0.983924
5636000 0.984753
5638000 0.981934
5640000 0.981251
5642000 0.981011
5644000 0.980899
5646000 0.97934
5648000 0.978878
5650000 0.975842
5652000 0.976661
5654000 0.97716
5656000 0.97679
5658000 0.976753
5660000 0.976284
5662000 0.977141
5664000 0.977537
5666000 0.978175
5668000 0.978249
5670000 0.977891
5672000 0.974648
5674000 0.973292
5676000 0.973606
5678000 0.973629
5680000 0.973777
5682000 0.974255
5684000 0.973246
5686000 0.97632
5688000 0.974923
5690000 0.972934
5692000 0.973291
5694000 0.975773
5696000 0.977757
5698000 0.979333
5700000 0.980928
5702000 0.981116
5704000 0.979041
5706000 0.978066
5708000 0.97855
5710000 0.976751
5712000 0.97558
5714000 0.975077
5716000 0.975698
5718000 0.976935
5720000 0.97912
5722000 0.977287
5724000 0.976686
5726000 0.977684
5728000 0.978741
5730000 0.981014
5732000 0.98287
5734000 0.983769
5736000 0.982025
5738000 0.982207
5740000 0.982066
5742000 0.981059
5744000 0.982198
5746000 0.984368
5748000 0.984135
5750000 0.980728
5752000 0.979268
5754000 0.981197
5756000 0.982538
5758000 0.985433
5760000 0.986023
5762000 0.985279
5764000 0.988592
5766000 0.987741
5768000 0.987349
5770000 0.985454
5772000 0.981527
5774000 0.984505
5776000 0.984884
5778000 0.986238
5780000 0.985399
5782000 0.983895
5784000 0.984878
5786000 0.987177
5788000 0.985638
5790000 0.986771
5792000 0.986157
5794000 0.985443
5796000 0.984422
5798000 0.984819
5800000 0.983866
5802000 0.981611
5804000 0.98171
5806000 0.985089
5808000 0.984409
5810000 0.983936
5812000 0.983482
5814000 0.983797
5816000 0.983122
5818000 0.983406
5820000 0.983459
5822000 0.980783
5824000 0.980534
5826000 0.98175
5828000 0.981541
5830000 0.981946
5832000 0.983449
5834000 0.984354
5836000 0.981105
5838000 0.978957
5840000 0.977375
5842000 0.976775
5844000 0.97748
5846000 0.976536
5848000 0.975224
5850000 0.976269
5852000 0.980928
5854000 0.979512
5856000 0.978709
5858000 0.979592
5860000 0.980129
5862000 0.978427
5864000 0.978872
5866000 0.979758
5868000 0.982118
5870000 0.984067
5872000 0.983108
5874000 0.984977
5876000 0.985236
5878000 0.983701
5880000 0.981224
5882000 0.980298
5884000 0.982653
5886000 0.983676
5888000 0.984401
5890000 0.984689
5892000 0.982399
5894000 0.981024
5896000 0.98016
5898000 0.980064
5900000 0.978279
5902000 0.979609
5904000 0.98049
5906000 0.982359
5908000 0.981284
5910000 0.981344
5912000 0.978493
5914000 0.982293
5916000 0.9846
5918000 0.985914
5920000 0.984445
5922000 0.98105
5924000 0.981782
5926000 0.982434
5928000 0.982107
5930000 0.98126
5932000 0.983456
5934000 0.984955
5936000 0.986606
5938000 0.989102
5940000 0.988774
5942000 0.985355
5944000 0.983998
5946000 0.982456
5948000 0.97922
5950000 0.977765
5952000 0.980059
5954000 0.980298
5956000 0.980923
5958000 0.980117
5960000 0.980028
5962000 0.981513
5964000 0.982898
5966000 0.979193
5968000 0.976743
5970000 0.977445
5972000 0.979067
5974000 0.979679
5976000 0.980592
5978000 0.979818
5980000 0.980868
5982000 0.981621
5984000 0.983954
5986000 0.984516
5988000 0.987035
5990000 0.986512
5992000 0.986088
5994000 0.987052
5996000 0.986478
5998000 0.985385
6000000 0.987274
6002000 0.988835
6004000 0.988715
6006000 0.988769
6008000 0.987273
6010000 0.987442
6012000 0.985466
6014000 0.985542
6016000 0.984002
6018000 0.980032
6020000 0.978736
6022000 0.977313
6024000 0.976557
6026000 0.976985
6028000 0.978523
6030000 0.97943
6032000 0.979832
6034000 0.978684
6036000 0.976705
6038000 0.976664
6040000 0.977237
6042000 0.977574
6044000 0.98073
6046000 0.981857
6048000 0.983162
6050000 0.987845
6052000 0.987852
6054000 0.983297
6056000 0.982975
6058000 0.982651
6060000 0.981943
6062000 0.981952
6064000 0.981533
6066000 0.981475
6068000 0.98208
6070000 0.982448
6072000 0.980447
6074000 0.980518
6076000 0.982128
6078000 0.984073
6080000 0.981202
6082000 0.980891
6084000 0.98396
6086000 0.98425
6088000 0.986562
6090000 0.988383
6092000 0.986087
6094000 0.983729
6096000 0.986056
6098000 0.986324
6100000 0.986789
6102000 0.986309
6104000 0.985985
6106000 0.989577
6108000 0.990647
6110000 0.986952
6112000 0.985297
6114000 0.982783
6116000 0.979975
6118000 0.979719
6120000 0.981175
6122000 0.979988
6124000 0.979822
6126000 0.981016
6128000 0.980443
6130000 0.982429
6132000 0.985817
6134000 0.988078
6136000 0.990189
6138000 0.987717
6140000 0.984963
6142000 0.98561
6144000 0.984638
6146000 0.983284
6148000 0.984681
6150000 0.98825
6152000 0.989335
6154000 0.988049
6156000 0.988892
6158000 0.989693
6160000 0.990011
6162000 0.990677
6164000 0.989941
6166000 0.991117
6168000 0.985712
6170000 0.98586
6172000 0.986957
6174000 0.984597
6176000 0.981652
6178000 0.979613
6180000 0.977589
6182000 0.978686
6184000 0.98051
6186000 0.980198
6188000 0.981694
6190000 0.980874
6192000 0.978485
6194000 0.978361
6196000 0.977061
6198000 0.978551
6200000 0.981304
6202000 0.982115
6204000 0.979432
6206000 0.979092
6208000 0.978682
6210000 0.978611
6212000 0.979712
6214000 0.98184
6216000 0.981695
6218000 0.980427
6220000 0.982056
6222000 0.98075
6224000 0.981938
6226000 0.986693
6228000 0.989509
6230000 0.987825
6232000 0.985612
6234000 0.98353
6236000 0.984513
6238000 0.982419
6240000 0.984272
6242000 0.987523
6244000 0.987772
6246000 0.987841
6248000 0.986369
6250000 0.984492
6252000 0.986872
6254000 0.986901
6256000 0.986637
6258000 0.985273
6260000 0.987175
6262000 0.98399
6264000 0.983555
6266000 0.982003
6268000 0.980325
6270000 0.980246
6272000 0.979169
6274000 0.978261
6276000 0.977447
6278000 0.977915
6280000 0.97791
6282000 0.977972
6284000 0.978945
6286000 0.981969
6288000 0.981813
6290000 0.98114
6292000 0.981503
6294000 0.982393
6296000 0.982319
6298000 0.979969
6300000 0.976072
6302000 0.979302
6304000 0.98104
6306000 0.980145
6308000 0.980754
6310000 0.979692
6312000 0.977644
