# Time-averaged data for fix stress
# TimeStep c_thermo_press[1] c_thermo_press[2] c_thermo_press[3] c_thermo_press[4] c_thermo_press[5] c_thermo_press[6]
2448000 57.125 -13.3172 -78.3381 35.7383 -45.7495 -34.6259
2450000 -14.1783 -92.7749 -64.5414 39.6098 4.35837 -80.8821
2452000 -28.9332 62.8776 93.3209 130.946 -63.5235 -26.5661
2454000 -3.77755 -40.5755 10.9607 -76.069 14.1945 26.5975
2456000 26.0218 34.0908 140.682 71.6053 45.6095 15.7297
2458000 152.085 269.32 -38.2063 -39.8162 29.1784 5.76837
2460000 53.6414 14.9785 -196.203 -81.0618 48.268 -17.0378
2462000 83.6672 -101.687 65.2228 -197.44 54.5709 -59.7604
2464000 -47.0246 3.69737 138.386 -65.6774 -22.7195 20.8597
2466000 -79.3741 -103.881 12.8228 31.0977 -99.6808 -94.744
2468000 245.272 103.048 -110.384 -22.628 -132.072 -15.5442
2470000 126.066 -23.757 -148.987 27.4557 -43.8412 -26.7722
2472000 162.574 86.9839 -94.2908 -77.9411 60.7234 -33.3688
2474000 -5.78265 -25.089 -35.3338 -126.019 28.5505 72.3445
2476000 145.23 -164.374 8.36826 -83.0355 47.6287 -54.5836
2478000 172.937 -186.256 -104.75 -170.131 68.2107 101.784
2480000 81.11 -209.193 -105.954 -101.062 -18.5502 86.416
2482000 146.226 -195.126 20.0368 -64.352 93.7943 -34.1585
2484000 144.565 17.1938 105.609 -32.6718 -22.1966 -82.9222
2486000 -98.1299 -36.4635 45.6885 -39.3991 -110.181 -103.967
2488000 -136.886 9.29271 60.3599 61.0828 -32.4795 -53.1375
2490000 16.7793 -91.6282 187.583 -54.0687 -19.9665 54.0203
2492000 -21.2914 -126.371 88.5274 -150.761 61.8898 121.78
2494000 -27.5 -63.7212 13.6074 -229.217 34.7134 139.919
2496000 -9.70697 126.381 51.5527 -84.0049 -75.434 34.2476
2498000 46.6387 -96.5299 65.6063 -105.323 -168.318 -41.5415
2500000 137.216 141.407 34.9944 4.13385 -8.74589 -30.1889
2502000 31.7484 84.8842 -254.565 -103.017 -62.8322 45.5987
2504000 -77.401 224.437 -233.341 -20.4229 -77.2551 -55.7457
2506000 20.6726 219.705 32.5085 213.553 22.478 42.1252
2508000 5.25979 110.666 92.0303 27.4375 -75.0202 -69.3636
2510000 -223.646 117.056 -8.47292 49.6032 -23.3155 52.5079
2512000 -178.186 -45.3388 -112.638 -95.21 21.4009 57.6386
2514000 139.322 112.3 68.6054 -139.775 116.145 -40.9041
2516000 -133.982 43.6489 -168.231 -215.271 -12.3487 15.8373
2518000 -159.018 129.312 1.90076 -119.488 81.4641 170.321
2520000 -62.8634 120.45 31.2517 -43.244 61.0563 72.2276
2522000 -77.1068 80.4031 -34.3443 -72.6549 26.7596 -135.521
2524000 6.69075 -60.0935 -175.187 2.9377 84.7911 -93.5681
2526000 -71.4392 143.525 -152.718 -14.17 88.184 27.439
2528000 87.2917 65.9285 -190.996 -18.3252 20.1126 -45.9842
2530000 -21.3113 31.9049 58.3314 -117.119 -10.2678 -62.2142
2532000 21.1254 72.4844 -1.2946 -93.0003 78.8157 -5.7808
2534000 209.404 190.437 -111.51 -224.483 81.2134 -54.7525
2536000 -43.1781 -6.85071 -155.419 -214.972 -4.38257 -32.2516
2538000 -7.2892 -67.2021 -15.4313 -147.256 -57.807 -76.7535
2540000 -81.2739 4.15646 -30.7842 -52.7813 -161.65 -52.3649
2542000 -70.9383 73.2397 16.8022 -82.9314 -72.4666 -101.356
2544000 -79.3476 -9.27575 -3.78089 -97.7794 -41.5112 -61.7837
2546000 -27.1131 -39.7032 5.29142 -4.8521 -14.5327 -146.234
2548000 54.8746 -68.1089 38.8879 -56.2662 9.86182 -99.8169
2550000 -36.0318 -15.6941 112.399 -102.011 26.7414 -66.2913
2552000 2.08313 -86.5655 97.3597 -8.33448 24.982 -46.0676
2554000 -134.55 121.661 84.8236 51.6021 52.216 -118.568
2556000 -42.6933 197.149 11.3269 -54.3981 19.8455 -198.104
2558000 -256.208 -106.772 -3.84928 62.7523 -9.67801 -9.15918
2560000 89.4622 36.3002 123.753 -2.29091 -32.2887 64.2993
2562000 197.254 -103.506 -66.5551 -14.0671 -66.4921 123.371
2564000 -27.5212 7.31044 -24.7381 63.2407 22.8801 125.392
2566000 27.0328 208.902 142.444 4.50054 37.1697 58.7512
2568000 -5.52941 -167.221 44.5684 -99.5937 119.17 -106.497
2570000 -92.9766 25.588 88.2857 42.083 51.6918 -35.7026
2572000 36.1862 -156.558 -9.60709 47.7081 2.08763 119.37
2574000 -126.122 81.3369 121.549 27.7017 11.4538 -8.88368
2576000 -146.349 41.5739 101.857 51.8476 -171.518 26.0958
2578000 -83.3066 32.6869 37.3284 27.441 -240.179 152.848
2580000 -47.7166 -15.7188 -15.9751 103.638 -217.188 29.6426
2582000 110.439 35.7535 19.3623 37.779 -38.1884 -42.4987
2584000 81.2279 -111.379 -2.35233 -24.7945 -51.4987 0.00398527
2586000 231.511 -0.787012 -45.3552 -24.1021 -195.646 -71.1685
2588000 214.343 -8.50204 -98.0477 -45.5707 -104.267 -57.7836
2590000 110.532 -193.254 -98.6465 -30.7106 -64.5319 46.5119
2592000 70.8053 -42.6722 115.979 -33.5499 -3.16981 -44.8255
2594000 -6.66202 -294.704 -1.02792 -142.992 -55.2702 16.025
2596000 47.3983 -45.48 -89.9391 -12.8729 -21.2107 -86.0371
2598000 -98.1639 -60.5756 14.3272 35.1842 7.50537 -171.538
2600000 84.2544 -104.73 -62.226 -10.8281 -37.037 -138.288
2602000 280.195 -94.9854 -43.2091 69.6644 -103.51 -61.9816
2604000 208.994 -53.1651 -145.957 194.527 -132.888 21.7509
2606000 148.265 -161.376 114.414 -3.59904 -46.2562 -48.8781
2608000 -124.167 -72.1796 165.695 75.3255 -97.7911 -25.3112
2610000 83.7861 130.27 109.205 45.9017 43.8148 71.9098
2612000 24.9616 -142.109 -22.3951 92.4616 -17.4037 -6.20164
2614000 -46.7501 -34.6074 -22.4225 103.206 16.9837 9.68577
2616000 57.1138 57.2811 -86.8497 -0.418729 -21.9901 13.32
2618000 -94.8353 153.326 -78.8982 101.403 -113.296 94.9395
2620000 -184.274 90.5823 -159.188 -53.9629 -64.1944 122.026
2622000 61.0198 174.563 -120.397 -7.33791 -210.349 26.5531
2624000 -66.2625 54.9585 87.9424 -70.7428 -43.6353 98.1715
2626000 90.4538 -49.546 164.567 -34.6238 -49.499 81.7
2628000 54.8921 47.8725 41.0227 -127.947 -37.6523 56.1553
2630000 -63.063 61.7097 73.7214 -145.186 23.0722 106.271
2632000 -44.704 -146.588 92.2981 -93.902 29.5622 45.4731
2634000 21.5173 -170.79 20.7316 -52.646 80.8218 97.4825
2636000 49.6422 -144.83 112.763 -71.7641 102.163 81.6592
2638000 -143.548 -9.38067 0.742263 10.494 76.1491 -65.2069
2640000 86.9251 80.8231 -48.7135 1.62159 119.054 -21.7974
2642000 48.8296 52.263 13.0445 -1.55089 45.5421 -78.3341
2644000 -3.2829 47.1 -79.2807 34.6956 -3.63383 -43.6767
2646000 -122.207 -51.7585 -115.365 23.802 29.8567 -79.3216
2648000 -107.075 154.989 -200.63 76.7045 142.477 29.5609
2650000 -67.0779 3.77526 -216.66 186.438 144.014 31.0744
2652000 -40.2826 13.8111 -58.1486 147.982 32.5415 -53.0459
2654000 16.7649 225.771 114.853 86.4541 -54.4479 28.2953
2656000 -256.413 -198.619 -16.9401 -21.9551 -92.6523 -66.854
2658000 34.1864 -37.6227 195.729 -113.836 -60.2998 -78.5551
2660000 63.6315 -84.5202 106.009 -28.973 -83.7879 18.7213
2662000 -54.9591 66.0676 103.333 -135.973 -4.86149 50.6991
2664000 -173.618 266.946 103.368 -117.732 -24.2445 -42.7233
2666000 -15.8849 163.354 -40.9638 -59.0358 -20.7758 -43.3069
2668000 -16.4593 52.7076 191.163 108.801 -33.898 30.8313
2670000 -97.4929 -143.595 80.1601 63.0513 1.7394 -1.00838
2672000 4.4236 54.9668 120.42 -121.959 -53.6442 -7.11613
2674000 -135.983 60.8051 183.423 3.50209 13.5172 85.4834
2676000 -106.334 -55.5211 103.006 -115.895 -20.0103 58.0223
2678000 86.874 12.0806 102.669 -81.5876 3.84371 -40.146
2680000 36.3953 -41.1023 79.9037 -90.1534 -41.6135 27.8558
2682000 -11.3735 -17.246 36.387 -9.72196 -19.9341 13.1884
2684000 -32.5845 -86.1946 -47.9167 -58.6693 -73.6411 -104.589
2686000 -95.4164 -17.2809 72.3861 -1.06264 -75.5444 -91.5935
2688000 -130.877 124.675 -17.7751 1.88408 -14.3244 31.9802
2690000 -57.7762 222.382 -60.2411 -100.181 152.474 107.99
2692000 4.92022 -12.6678 92.0036 -24.7341 150.734 14.0038
2694000 70.8839 64.5745 2.989 -23.4004 170.903 -19.0904
2696000 83.1395 -107.352 -55.7226 -72.0357 103.299 51.2146
2698000 -1.78656 4.64728 -19.4821 26.3281 8.70504 -37.8473
2700000 22.0947 -33.1711 123.096 7.90073 115.886 -8.27128
2702000 137.971 -129.849 86.1304 -16.6828 -6.88939 47.175
2704000 -12.2487 16.0975 -89.9337 95.8601 -97.9917 39.097
2706000 44.717 58.4017 -87.391 56.6618 -60.9931 95.9994
2708000 85.7892 44.1442 -145.154 -10.7567 -127.029 111.246
2710000 132.638 -29.7797 -32.2262 30.2493 -109.414 73.2703
2712000 -17.1507 78.0205 -81.2016 23.0629 -122.951 18.2812
2714000 -144.508 -145.481 91.9456 -52.9831 -69.9395 42.8676
2716000 128.198 -84.3718 193.844 -187.576 -120.602 14.6492
2718000 -85.4771 -153.922 194.722 -162.86 -40.6951 74.446
2720000 53.846 -195.254 96.3419 -146.499 8.42451 43.5
2722000 -12.1992 -203.774 48.3326 -19.4789 -24.5805 34.2082
2724000 -128.831 -19.4733 -107.802 -31.5802 -78.571 63.7025
2726000 18.8273 19.4143 -47.0639 3.52719 96.4072 81.4465
2728000 83.5876 -119.595 -36.2212 0.311166 11.918 56.8233
2730000 60.0716 -40.2718 -60.2947 -18.1993 64.4782 -3.7022
2732000 42.5558 -40.5121 -99.6005 106.218 57.9957 171.409
2734000 -59.0486 149.958 222.219 159.657 95.4758 50.3325
2736000 -259.724 287.332 90.3612 154.873 67.6447 61.266
2738000 -265.59 143.048 -26.8693 216.736 77.339 -143.017
2740000 -265.314 -148.604 319.366 146.154 10.7972 -119.671
2742000 -115.713 83.7648 120.805 172.536 88.6197 -57.9236
2744000 124.769 20.1276 -43.2955 103.639 -49.4835 -122.145
2746000 113.036 -207.82 -209.238 165.242 32.5172 -110.793
2748000 102.002 125.293 -99.9819 68.3438 -25.3792 -126.597
2750000 -25.4045 57.4469 80.2964 63.7208 -28.3789 -50.1331
2752000 -16.6111 101.959 -58.8907 110.819 61.4661 -95.463
2754000 2.82853 32.657 -91.5718 194.625 89.1672 53.9352
2756000 -15.9576 55.018 -91.0993 128.417 6.86084 85.1527
2758000 -16.382 -110.514 -65.8105 147.504 -5.58994 -89.3708
2760000 -165.153 80.1742 -27.7133 65.6124 59.4317 34.8381
2762000 143.773 260.031 -162.795 48.2132 8.72115 -14.5803
2764000 92.9175 22.0117 -168.46 -78.3326 106.207 -75.7421
2766000 261.022 -148.269 -95.551 54.0626 135.418 33.9399
2768000 130.416 -59.8335 -119.853 -9.1492 135.842 139.589
2770000 77.321 13.4768 -120.675 -15.7502 35.4724 128.377
2772000 -84.1174 120.792 -54.0736 76.6411 44.9603 -4.10152
2774000 46.6301 27.6219 -52.8321 1.94272 -45.5266 55.8376
2776000 -122.969 251.722 11.9715 -13.9797 -55.2491 -5.19408
2778000 -53.402 -32.0517 -136.082 -82.902 -44.2692 -2.58541
2780000 56.2634 -3.1208 -104.793 34.7315 -72.0975 58.4398
2782000 162.253 23.1547 -47.2869 130.728 -103.091 80.2911
2784000 -56.8013 52.0782 67.9138 97.8919 80.878 55.0773
2786000 -208.35 52.8528 -17.8178 81.9923 37.0123 -46.0563
2788000 -2.38967 -42.8953 43.2401 -96.4299 4.39221 -83.0452
2790000 -58.3224 -6.19712 89.1377 -28.1505 62.5758 -99.6355
2792000 0.726222 32.6438 -33.0404 -103.895 34.577 -108.205
2794000 135.744 -78.5448 207.582 -120.021 37.8738 -86.4127
2796000 20.4523 -64.6065 94.6074 38.5057 80.1613 -73.4667
2798000 104.605 27.7438 -66.4393 110.645 19.2031 -213.076
2800000 -116.883 55.2135 22.8644 -11.4825 103.533 14.7464
2802000 -140.826 205.407 -71.7732 -35.263 160.853 42.1873
2804000 -108.519 194.54 -0.150545 -24.5526 88.9607 -30.279
2806000 -6.78453 -21.9645 147.928 -49.6898 81.6752 18.6069
2808000 81.7674 31.0662 74.7341 26.1213 122.883 -33.6879
2810000 31.7694 36.0043 34.7425 81.2927 180.708 -62.8556
2812000 39.2795 73.9468 -38.3712 85.3124 85.4278 15.4886
2814000 -39.422 -46.0888 -92.1621 64.6936 151.593 -60.7579
2816000 114.404 -30.9021 -30.6498 17.9872 -97.4565 -19.4444
2818000 -45.6127 -82.9086 104.921 77.6299 -77.6608 -53.708
2820000 -234.131 48.2932 -173.663 110.175 19.2799 -200.093
2822000 -244.94 61.5362 -47.3003 139.177 21.6219 -40.3244
2824000 -215.842 46.2867 204.166 119.726 -17.9976 -112.575
2826000 -120.778 28.2244 178.354 56.3095 20.5087 6.76383
2828000 -38.767 125.647 77.8699 -86.6209 95.3533 -45.0377
2830000 -83.7789 -7.18209 18.0878 -132.665 123.336 -56.8547
2832000 91.797 -30.6828 -33.8069 -81.5252 54.0759 118.348
2834000 51.8817 -65.7052 79.7012 -161.007 44.0821 -78.4571
2836000 56.5867 -40.0921 -44.0613 -32.1743 -100.808 -113.403
2838000 84.4186 108.732 82.6874 108.466 -180.612 -38.1205
2840000 -102.792 89.2978 -12.2799 111.74 -14.1113 -4.99062
2842000 -184.358 80.1357 248.295 110.3 -57.4493 -44.1796
2844000 -159.565 27.57 -17.0947 2.4127 -2.85231 -10.8172
2846000 94.1514 184.514 -82.9024 193.795 -28.7452 6.22072
2848000 31.2605 101.287 -103.572 204.692 -53.559 -13.4219
2850000 70.0373 39.1549 -75.9552 65.3261 -118.592 -110.6
2852000 -19.6593 87.5637 -182.749 96.2121 -93.8474 -64.2471
2854000 37.9464 -79.2763 -241.565 92.448 28.1623 47.8906
2856000 -10.7733 -99.5208 -54.311 64.335 55.3877 86.8902
2858000 92.2775 78.756 30.8186 8.47254 -40.537 5.34101
2860000 6.03798 -23.7879 86.9975 -66.4574 -33.2996 5.29885
2862000 -40.8178 19.4404 -32.1818 161.981 44.9952 -68.8614
2864000 12.3913 202.86 -34.7689 -63.5191 77.3822 -82.2501
2866000 75.1302 -20.3936 -127.338 -28.7073 37.3162 64.1032
2868000 -14.2557 -49.8377 -83.0566 86.1293 -110.616 -20.5184
2870000 28.2978 71.2832 -34.423 72.2126 64.6299 3.14587
2872000 54.6648 112.727 -96.2222 145.31 -11.2213 16.626
2874000 15.3327 50.6419 -21.487 74.2559 58.3263 66.1414
2876000 -13.6739 -237.391 73.3773 62.3788 -52.8992 60.8768
2878000 62.4232 64.8828 -22.2319 118.162 -58.423 55.6435
2880000 -52.2282 60.3846 -1.84352 49.0788 39.0211 87.6233
2882000 -3.2022 -2.47664 -30.1494 -87.4102 -3.6952 -17.9474
2884000 -61.1884 1.89594 -129.78 45.0533 44.342 -36.6072
2886000 49.3673 147.049 -76.976 66.0333 67.0379 -4.04649
2888000 94.1829 -26.322 -157.696 80.5521 75.1318 6.85392
2890000 -113.479 -68.9782 -73.6959 -30.1501 -19.7406 -4.13484
2892000 -50.2882 97.3409 -45.6162 -30.6222 126.342 111.276
2894000 -13.0265 -194.891 140.218 11.5756 -6.46676 92.2729
2896000 115.165 -78.3934 150.871 -36.3179 -142.029 85.397
2898000 -44.955 -37.1429 34.9491 -1.59855 -51.9565 -9.87288
2900000 109.053 15.7896 -14.5898 45.6778 83.4572 -30.7281
2902000 -25.3262 -43.7899 2.76243 31.7199 -40.4028 30.5433
2904000 80.3036 -13.7809 -5.02895 -46.3713 -69.9283 -57.8979
2906000 29.799 -78.2528 51.8155 -45.7393 -84.6018 -96.6034
2908000 -105.92 157.098 112.867 -52.7226 -91.5694 -25.5221
2910000 -36.5412 101.29 122.743 -69.0321 -229.718 196.443
2912000 -36.4775 -139.508 166.219 13.4652 -107.121 -0.246933
2914000 -6.53009 -93.3936 63.277 42.9593 -75.1779 -60.7319
2916000 68.3213 42.2845 2.45061 12.4679 -44.0662 -28.6963
2918000 -48.2936 -167.39 -145.941 -62.726 18.0736 10.1149
2920000 -32.9213 -98.4173 150.205 -13.1869 -13.6601 -71.3084
2922000 104.638 39.5973 107.42 52.4767 -181.022 -178.406
2924000 -35.2934 -168.37 91.0795 23.3739 -132.572 -68.6647
2926000 110.013 -267.627 157.776 11.8895 35.3547 101.796
2928000 26.7974 -115.895 155.725 -84.4134 31.975 99.4645
2930000 -62.2138 -74.7751 -52.1658 -20.5873 -45.3846 28.6235
2932000 99.4198 -90.8717 220.171 -84.1051 -134.925 112.744
2934000 92.3414 -16.0234 140.787 -94.213 -84.2627 0.620408
2936000 -74.9148 -105.994 18.6515 -24.5519 -114.083 109.596
2938000 -92.6063 -9.99406 140.265 45.4055 -98.3465 82.531
2940000 -18.1939 -89.3394 68.6016 71.2847 -6.91233 51.7758
2942000 33.7709 -107.325 -127.789 98.21 127.851 15.2019
2944000 -43.9691 114.54 -138.082 -73.0351 -8.90434 -39.4064
2946000 -188.574 313.698 -50.9795 -73.3778 -28.1076 5.67997
2948000 -169.279 144.911 104.147 64.7719 -22.6307 -136.615
2950000 -206.792 90.8477 -80.2575 93.1657 21.559 -67.3012
2952000 -47.047 262.098 -82.5625 -124.805 -8.94084 -46.8639
2954000 -33.0229 64.8437 33.7935 -23.1946 58.0958 -10.8275
2956000 6.31574 -121.302 -31.5131 34.6885 -32.3092 146.086
2958000 62.9758 114.774 84.4568 -11.2019 -11.04 29.9004
2960000 -51.0178 -49.0264 -79.3106 -63.388 -70.7913 45.7502
2962000 -2.97508 98.4307 -21.8521 -16.7441 24.1875 -35.6612
2964000 -30.5883 165.305 -34.3569 -160.638 -6.52246 75.7274
2966000 -51.3496 40.6786 -97.0253 -92.8854 -52.2334 -10.3498
2968000 52.7624 137.792 -193.874 -61.8285 -75.3688 20.3327
2970000 91.3221 140.429 -62.9196 -51.4907 -69.2563 101.577
2972000 79.8751 -34.9835 -91.5822 -78.3632 -53.4655 73.6229
2974000 -14.2291 124.556 -160.1 -122.07 -98.0991 172.05
2976000 -33.5374 202.75 -176.174 -246.296 -84.8423 64.7516
2978000 -77.785 39.8194 27.9278 13.4262 -50.1654 34.6192
2980000 22.3377 -160.715 -19.0983 77.7834 -100.294 7.9041
2982000 -87.8686 47.6306 -118.572 107.075 -87.6287 -52.4333
2984000 25.4597 -22.2236 -168.764 -48.6782 -65.4435 9.85559
2986000 67.0243 -10.0799 -16.5067 -99.1075 -1.03282 -1.65556
2988000 186.407 -33.9694 102.752 2.71716 -31.529 69.794
2990000 50.4676 -19.2114 96.8254 13.1933 -18.3049 2.35764
2992000 58.1858 -22.6332 0.963654 87.4789 9.39876 -51.0252
2994000 -93.3466 -111.813 21.5575 6.57436 15.454 74.3377
2996000 -117.943 -109.426 141.305 -1.97138 -63.7486 -9.75905
2998000 -178.655 -13.4025 117.234 11.9708 -79.5624 2.05709
3000000 -100.799 -147.228 74.7791 22.1029 -27.2491 -47.1864
3002000 69.2581 -237.623 -0.872258 27.5015 13.4388 107.358
3004000 57.2109 -43.2023 3.96665 86.827 -37.1547 94.9933
3006000 -18.4785 -34.735 25.7488 101.106 -3.15996 158.572
3008000 13.7183 6.67093 140.067 -33.7338 -62.1994 79.3607
3010000 -74.7494 5.17507 43.4335 -164.652 -28.7072 144.266
3012000 -35.5857 -22.009 87.1233 -31.6421 -37.259 30.1927
3014000 -69.4132 -27.0398 110.071 102.335 -36.5858 133.734
3016000 -104.966 34.5736 43.5302 93.8369 -73.0923 107.912
3018000 -159.823 14.6682 -51.9608 -7.98041 -79.982 -70.1334
3020000 -58.1219 60.2509 7.66117 61.5653 -91.9874 58.1562
3022000 -78.4062 -105.889 300.42 -48.0265 -70.9445 35.8137
3024000 87.9525 -61.3512 94.2627 -62.0752 -22.25 -17.4206
3026000 -23.5491 -35.5715 61.1986 10.5739 115.253 -6.75151
3028000 106.012 167.505 -3.09335 100.512 161.162 -38.1105
3030000 3.00959 23.6461 6.69731 93.1751 35.2431 -13.7662
3032000 -6.8238 113.211 133.493 27.7569 -71.0095 17.7581
3034000 -71.6796 -148.487 1.30006 50.7919 -1.41228 -33.0652
3036000 22.9092 37.8881 -133.296 123.976 -77.0963 -82.4997
3038000 48.5279 88.9712 80.9708 64.0684 -130.253 82.7746
3040000 71.1159 -10.9596 -126.856 12.7069 -143.26 49.3309
3042000 23.6051 -77.0124 41.7223 6.99061 -47.7421 -73.0935
3044000 -75.2558 112.423 -36.124 80.3293 -28.2554 -52.9546
3046000 -155.222 157.433 -19.2174 50.1115 -61.5188 -45.7239
3048000 -63.659 -44.4407 -9.04915 97.5152 -86.4679 30.3244
3050000 26.6984 46.6897 255.873 -12.5368 -49.8588 -56.4313
3052000 45.3144 -0.275036 13.675 131.272 11.3345 -91.1272
3054000 44.0233 -37.7176 -130.72 77.166 -80.3663 -80.0221
3056000 23.0348 -86.3725 49.6516 53.3426 -176.851 -169.477
3058000 -83.5473 -84.836 84.882 54.0432 -23.949 -96.7911
3060000 47.9954 143.357 -99.6867 107.488 94.7243 11.4505
3062000 -77.0761 75.8336 -132.917 -47.0913 91.04 71.2141
3064000 -131.605 76.191 -82.8985 -218.672 -7.41526 -93.4025
3066000 -41.0451 52.4928 -190.246 48.1986 -36.4331 -99.4651
3068000 -21.0596 15.9516 -78.3228 -6.43872 135.592 -14.8316
3070000 73.3868 27.7125 66.6244 -23.6995 140.029 6.65091
3072000 -15.9905 81.3922 66.8024 42.32 76.9281 -16.2001
3074000 -300.026 257.282 -75.0678 49.4499 -55.7931 -11.0685
3076000 40.0657 185.979 100.624 -16.9026 -16.0453 29.4137
3078000 -31.5004 137.807 -98.3682 57.9071 79.1656 158.582
3080000 -50.1055 12.1321 -181.889 109.83 30.3095 56.7352
3082000 -0.464509 189.245 -147.117 129.385 48.0076 100.446
3084000 9.77351 123.026 -2.85306 -30.2729 -110.422 52.177
3086000 -78.8804 73.2322 -70.9494 -53.9836 -55.9236 104.919
3088000 97.0302 -31.4903 20.3951 5.10096 -76.5147 79.0636
3090000 -175.024 -117.276 -39.0615 48.6983 90.9714 -35.953
3092000 18.6085 -46.5428 108.865 20.8782 99.8602 -64.3514
3094000 79.8908 -144.489 1.26118 96.831 -41.7917 48.5154
3096000 -6.80796 22.615 -101.052 25.7181 -136.695 -126.726
3098000 -175.355 274.308 -6.88577 -48.4778 -45.7667 -35.7399
3100000 -134.669 -64.2462 -92.409 7.59974 6.83309 -31.2526
3102000 42.2353 148.745 -75.6981 62.1949 42.5685 55.3941
3104000 37.6347 -131.637 87.3981 59.4168 -106.983 22.6445
3106000 -19.2663 -117.098 -62.7155 -11.4629 -73.5923 -58.6725
3108000 108.683 21.9547 145.161 3.48401 71.7132 62.2383
3110000 48.2148 -122.54 39.7062 -0.601997 16.8193 -86.8828
3112000 -61.4022 -111.745 151.526 32.6711 207.621 -78.9395
3114000 163.81 -100.603 96.8159 14.1391 172.375 43.4806
3116000 133.745 -125.487 65.2642 -46.5683 81.6303 -17.0224
3118000 10.7057 -152.669 -138.359 38.0656 83.8446 -2.64055
3120000 67.8761 25.8032 -26.8745 17.8299 76.2554 89.8516
3122000 12.3534 -29.2516 -34.7788 -18.9668 50.5429 -84.7313
3124000 195.555 -40.4894 -13.827 -67.4651 79.9798 -87.5637
3126000 -36.2406 -3.03683 6.72065 -105.923 107.538 -43.6836
3128000 -13.4391 15.2587 -20.59 -81.2873 96.5471 -13.1797
3130000 32.3822 84.9147 28.4243 -54.4371 133.989 94.8352
3132000 -0.0509564 -85.0059 63.9793 -80.8261 10.1544 27.9343
3134000 -183.548 -109.803 -120.587 -72.9878 52.3154 27.6021
3136000 56.7699 205.108 41.132 -101.859 -1.35278 73.5404
3138000 -77.4913 167.885 -64.0797 -9.16911 -31.502 38.7211
3140000 -88.3809 -4.08527 -3.50639 11.797 -59.0133 -83.2315
3142000 95.3472 -14.9271 -29.6003 36.5457 -81.2593 -29.8673
3144000 -3.25152 176.739 20.6387 -71.2489 -10.9994 -34.9317
3146000 187.079 35.2186 118.537 82.3725 9.87429 -62.1506
3148000 69.9198 -250.863 163.21 -30.5213 37.8165 -77.6912
3150000 -82.121 -257.481 138.642 29.4228 -62.5106 82.1908
3152000 61.3764 -127.256 9.59069 62.4006 33.0841 -38.3781
3154000 -100.948 -220.406 136.328 70.6572 33.7391 -7.35484
3156000 -21.6055 -128.991 238.135 73.5097 12.5416 -41.329
3158000 12.1859 -121.088 125.948 -46.2995 -63.6505 -136.594
3160000 -26.4403 -108.712 29.4393 14.2128 -46.963 -121.251
3162000 26.4533 -28.134 63.6253 -6.14137 -30.3372 -73.9882
3164000 11.837 -16.5869 -75.7185 -100.261 -56.6341 -19.0701
3166000 91.7562 184.538 123.891 -132.036 -103.899 75.9781
3168000 101.873 -20.7778 6.25878 -226.636 -6.06962 77.5137
3170000 75.5232 14.4555 -75.0464 -156.45 -26.9076 -3.03647
3172000 -170.241 57.1934 29.7559 18.0702 20.3595 -113.026
3174000 -140.812 23.6685 296.672 -14.5833 19.0861 -136.162
3176000 -214.788 -53.8984 160.371 -16.3133 -15.9368 -98.9814
3178000 -117.975 4.2117 179.594 1.97482 31.3367 -66.2105
3180000 -135.482 5.42585 145.361 5.79624 -103.831 -141.231
3182000 -40.5561 -125.108 18.295 -46.8243 -147.332 -54.5507
3184000 189.358 -48.055 -126.437 62.7272 -174.013 -72.956
3186000 163.1 -144.49 4.05949 106.206 -157.171 -42.7413
3188000 234.734 -27.0301 -59.8813 52.0117 -31.1771 12.5994
3190000 93.1768 -38.4325 -206.153 85.3952 -41.6543 -47.9266
3192000 -1.15429 -17.1593 -169.01 34.8348 59.8943 -32.6339
3194000 190.325 -2.19565 63.9239 73.8127 -46.7663 90.5238
3196000 232.449 -111.497 -104.249 99.3426 2.32452 2.24576
3198000 2.20393 -154.872 -7.79813 229.177 -115.789 15.4772
3200000 -29.1547 -83.8269 -12.1342 92.3393 -38.2188 89.1816
3202000 -35.6196 45.3011 -63.5193 12.2102 -54.3118 -35.1784
3204000 -88.6419 80.4941 64.6311 147.497 -37.9791 -48.0875
3206000 27.8179 144.794 126.031 82.0275 -50.877 -24.1721
3208000 -75.6481 -39.1853 2.86819 -6.43513 20.3848 86.9861
3210000 -141.831 42.4371 25.4803 63.4341 69.6854 -31.6625
3212000 -93.6544 11.2115 -40.9761 -41.1972 93.0859 -63.8371
3214000 40.3425 -40.9006 -10.0099 -3.24283 57.6349 -45.3563
3216000 70.3499 -83.7425 152.732 126.094 -64.8314 -115.626
3218000 -67.4822 -94.9065 94.6344 -23.8408 69.4296 -63.7568
3220000 74.8286 -76.8383 73.3326 -101.149 172.798 -3.2106
3222000 29.7836 -106.836 -87.7661 51.2822 124.998 -148.527
3224000 61.7155 84.4851 129.178 111.3 73.8057 -159.835
3226000 70.6696 -39.122 -78.8075 18.1712 114.229 -104.873
3228000 127.883 37.5388 0.746107 -43.0671 29.2221 -125.096
3230000 5.43959 -1.52704 -56.6912 -75.1939 -32.8189 17.1164
3232000 -44.1489 71.6312 -193.68 -65.2695 61.1511 -8.93321
3234000 14.0698 -14.6915 -58.8733 32.2457 107.939 108.91
3236000 242.335 -165.238 172.248 8.13887 164.375 67.1383
3238000 27.4842 -49.8819 48.5964 29.7171 56.9488 72.3057
