# Time-averaged data for fix avgstress
# TimeStep v_pxy v_pxz v_pyz v_pxx v_pyy v_pzz
1888000 -122.349 132.759 -62.3561 57.7889 -86.1063 28.3174
1890000 -40.4791 51.5989 77.8841 42.6093 -145.749 103.139
1892000 138.179 183.729 57.2753 -63.5462 -45.8775 109.424
1894000 -0.00895295 90.619 -47.7214 51.0392 -30.1341 -20.9051
1896000 21.755 1.65411 112.811 120.204 -167.163 46.9591
1898000 -1.31222 -54.5715 12.2898 43.309 -92.3302 49.0212
1900000 -26.0381 -110.757 -55.0916 108.825 -24.5778 -84.2475
1902000 -61.8535 4.75503 -20.5659 -16.8781 37.7862 -20.9081
1904000 -34.8887 -68.5383 71.8028 -20.7379 -68.4127 89.1505
1906000 8.6978 -96.5727 -72.6533 5.6373 -72.2812 66.6439
1908000 125.413 -90.7596 109.76 76.9792 -259.216 182.237
1910000 140.141 32.7654 94.9164 188.496 -187.248 -1.24737
1912000 21.34 -45.2913 -14.0077 23.6047 17.4674 -41.0721
1914000 -17.3254 -68.7032 -11.2109 8.94944 29.2483 -38.1977
1916000 -163.467 134.694 -29.7882 97.3768 -116.366 18.9888
1918000 -82.8063 40.343 8.20451 21.6105 70.0979 -91.7084
1920000 -54.7998 121.176 -12.6182 -6.18453 85.0022 -78.8177
1922000 -4.88459 57.8111 5.57981 35.1614 62.9424 -98.1038
1924000 55.3964 64.6189 84.7587 85.8581 62.6535 -148.512
1926000 21.7396 15.1294 102.621 64.7622 -57.5273 -7.23485
1928000 -144.373 5.01678 97.9201 32.4637 -45.4061 12.9424
1930000 -107.653 -36.6652 94.4678 14.6412 -62.1409 47.4997
1932000 -85.5216 -5.80315 231.096 -45.4293 -13.7339 59.1632
1934000 -175.387 178.652 85.9292 74.7342 -12.6656 -62.0685
1936000 -14.0246 142.98 -8.70456 -12.6327 104.956 -92.3229
1938000 34.1764 62.1251 -34.7516 -82.1862 -12.9017 95.0878
1940000 100.956 78.2766 -110.636 -76.3378 38.1103 38.2275
1942000 92.4158 105.603 -111.081 -40.4225 -66.7165 107.139
1944000 14.3113 -27.4778 -113.654 -5.28659 -50.2672 55.5538
1946000 46.1819 14.3061 -110.571 -0.548097 -79.4921 80.0402
1948000 41.7637 -2.45466 51.3523 101.126 -104.287 3.16081
1950000 84.9663 -24.9986 74.5378 82.6261 -23.3957 -59.2304
1952000 71.1889 59.5325 142.431 94.483 -30.8651 -63.6179
1954000 97.6788 -21.0247 102.998 73.4572 2.16372 -75.6209
1956000 49.3969 -39.8474 -16.9416 157.436 -214.187 56.7516
1958000 85.6391 31.3625 -133.002 288.051 -228.387 -59.664
1960000 -63.6758 74.8798 -141.984 256.008 -148.096 -107.912
1962000 -103.959 -27.0515 -18.1717 79.6575 -139.354 59.6961
1964000 -69.6527 106.501 -139.453 -20.0176 -103.558 123.575
1966000 -140.143 72.9394 -88.387 -25.3447 -34.8263 60.1711
1968000 -6.58675 -6.02208 -140.701 -29.8501 45.9768 -16.1268
1970000 38.0189 -168.39 63.9036 56.1638 85.9725 -142.136
1972000 -12.7201 -127.99 121.934 -90.9997 281.075 -190.075
1974000 70.2275 -74.1312 126.307 61.8728 167.076 -228.949
1976000 27.3822 -81.4978 143.53 84.1251 24.7868 -108.912
1978000 127.241 19.4835 3.2878 38.5081 -14.7564 -23.7518
1980000 -27.9661 -121.879 46.9499 128.771 -71.445 -57.3257
1982000 -30.4185 -36.2837 37.2856 -76.6992 -5.64334 82.3426
1984000 -83.3449 -39.9553 16.0529 -131.808 -21.1509 152.959
1986000 0.793099 39.1943 -162.922 -56.2933 15.7854 40.5079
1988000 11.9816 -73.9045 -125.781 -47.2417 180.778 -133.536
1990000 34.9736 -33.5131 -15.5737 -73.3316 220.461 -147.129
1992000 165.009 56.2403 -166.282 -24.4115 221.403 -196.992
1994000 -70.167 77.1123 -184.334 -23.9242 270.642 -246.718
1996000 -109.327 93.2009 -88.7436 -0.335788 151.776 -151.44
1998000 16.6191 -88.1061 -147.016 69.0624 88.9294 -157.992
2000000 -12.8456 -55.5394 -21.8032 85.4974 65.82 -151.317
2002000 72.6289 50.7745 -77.5287 147.589 -63.5144 -84.0748
2004000 19.4628 -56.1511 -7.9502 -8.16642 -35.1199 43.2863
2006000 -28.2227 -166.636 13.7305 124.048 -225.302 101.254
2008000 116.401 -67.2991 157.179 333.277 -230.576 -102.701
2010000 23.56 -0.868744 128.772 -62.2331 -68.4032 130.636
2012000 199.711 23.5063 137.405 -5.91787 -25.2714 31.1892
2014000 75.8546 47.4929 152.42 -100.458 -91.8274 192.286
2016000 -17.6537 -76.5979 140.532 -75.7423 -24.4352 100.177
2018000 65.897 -96.8105 141.403 -10.2025 -16.8821 27.0846
2020000 -27.3301 -75.8195 -27.1029 -92.008 87.2955 4.71248
2022000 79.4717 6.19271 -6.79655 -67.4022 175.265 -107.862
2024000 123.477 7.11831 2.78987 106.308 20.6088 -126.916
2026000 25.9773 -20.1123 121.433 -48.9515 78.1434 -29.1919
2028000 28.9989 -40.4048 0.257119 -22.1434 170.208 -148.064
2030000 -66.7403 8.29437 -99.0959 -53.2002 57.4468 -4.24665
2032000 -117.609 104.954 21.9991 67.4195 -150.252 82.8329
2034000 176.023 37.6478 100.215 76.2076 -6.35077 -69.8568
2036000 44.0227 84.4052 111.602 79.9592 -53.5689 -26.3903
2038000 88.6468 13.3174 10.2804 -80.4414 21.8211 58.6203
2040000 84.9705 -55.7323 20.2695 -34.9457 -121.081 156.027
2042000 71.3474 120.803 36.8497 7.37995 -69.9472 62.5672
2044000 -59.2889 37.3638 55.7048 102.012 -19.4935 -82.5183
2046000 -4.04602 -27.3106 -42.7335 13.2617 -25.1015 11.8398
2048000 -84.7506 14.187 38.6307 145.797 14.0466 -159.843
2050000 43.8015 -52.6707 42.6657 89.5515 -57.0277 -32.5238
2052000 -35.014 -65.0685 53.919 120.956 -57.0101 -63.9456
2054000 -96.8388 64.893 41.2427 -9.84386 111.237 -101.393
2056000 58.8014 93.0149 46.2694 16.9189 132.919 -149.838
2058000 6.71189 -46.584 -171.177 58.4894 8.46117 -66.9505
2060000 -85.8483 117.93 -130.985 -34.263 48.1791 -13.916
2062000 -79.1979 111.569 -19.0958 -22.9526 65.1355 -42.1829
2064000 9.512 -16.7465 69.8716 80.1649 -80.6849 0.520024
2066000 1.84013 -37.4307 37.1828 33.5731 -10.3429 -23.2302
2068000 56.1883 -97.4269 35.2949 -141.854 16.2322 125.622
2070000 -55.5901 -140.378 23.6567 -57.0743 -13.8929 70.9672
2072000 -94.4435 -64.8332 -0.942821 61.837 132.048 -193.885
2074000 -46.2765 0.962199 47.2237 57.9743 181.826 -239.8
2076000 -93.92 -19.4289 -23.1038 16.1322 -110.269 94.1368
2078000 -87.4014 80.5905 -76.4749 -45.2594 -64.5742 109.834
2080000 114.913 212.371 -4.78397 -56.3532 61.8989 -5.54569
2082000 64.7352 111.448 39.488 -142.431 107.559 34.8725
2084000 -59.9328 -19.9398 31.5318 -134.132 -26.168 160.3
2086000 -45.7524 24.7104 69.8654 -38.5374 -78.0312 116.569
2088000 50.8302 79.7673 86.3927 51.4164 -43.2431 -8.17332
2090000 -93.473 -16.3015 106.347 32.9952 80.655 -113.65
2092000 -99.9658 -110.317 -19.1959 91.0712 36.4706 -127.542
2094000 -123.912 -156.633 14.6326 -113.579 104.821 8.75859
2096000 -70.5758 -182.992 -85.6791 6.80208 -102.318 95.5157
2098000 33.8809 -0.357805 -99.5681 18.8764 -25.1347 6.25834
2100000 -56.0003 52.5166 -59.0377 95.2279 -28.0616 -67.1662
2102000 -8.18259 132.129 40.175 14.0881 -28.425 14.3368
2104000 13.7974 114.238 29.806 -14.4928 -69.2672 83.76
2106000 -33.6045 60.0006 -39.9642 139.082 -61.5467 -77.5349
2108000 59.2781 115.55 -104.283 36.4528 -23.0333 -13.4195
2110000 50.5451 66.2128 -3.57272 -6.11545 -5.81967 11.9351
2112000 -9.35185 -70.722 76.1348 95.1361 -46.2589 -48.8772
2114000 131.914 3.24347 63.389 29.2042 83.0739 -112.278
2116000 88.6812 -75.3468 112.647 -141.605 215.019 -73.4138
2118000 141.019 4.8649 76.9716 -56.994 249.958 -192.964
2120000 137.859 -50.1956 -17.4653 -196.247 178.659 17.5884
2122000 -47.6652 22.1283 41.6561 -169.044 78.0119 91.0326
2124000 -5.07944 -13.6645 87.3824 16.3071 -141.876 125.569
2126000 34.9802 -27.0364 67.991 -17.9897 -51.0775 69.0672
2128000 -0.972315 -81.0604 18.0765 -11.987 51.3218 -39.3348
2130000 104.209 19.1605 -28.2462 -111.906 23.6784 88.2272
2132000 -22.2907 19.7146 117.771 80.7845 -54.4047 -26.3798
2134000 -17.2641 53.9737 92.9893 175.324 -44.8527 -130.471
2136000 86.7482 60.4781 67.6262 147.974 -94.3757 -53.5981
2138000 131.832 92.933 -9.59838 282.003 -221.767 -60.2362
2140000 -16.2728 88.8645 -50.7633 156.047 -139.407 -16.6396
2142000 -4.8496 113.636 -23.1607 79.5572 -132.833 53.2763
2144000 146.734 56.9204 46.1 -103.031 114.244 -11.2132
2146000 33.6453 -70.5456 48.7828 0.596181 -17.6613 17.0651
2148000 -66.0521 15.4544 55.3065 55.7786 80.3791 -136.158
2150000 10.9369 33.7384 122.67 76.4531 -113.981 37.5277
2152000 -55.3139 -53.8214 -66.1332 313.074 11.4628 -324.537
2154000 -103.438 -36.9953 29.3691 180.165 -45.0413 -135.123
2156000 -22.8852 -16.4884 6.83403 208.318 -159.083 -49.2345
2158000 40.7416 62.7033 48.8696 153.033 -186.166 33.1332
2160000 18.6962 3.00748 32.2776 9.82407 -40.7995 30.9754
2162000 36.156 43.5165 159.9 -101.178 15.2375 85.941
2164000 8.73404 -106.511 19.9441 -59.0278 -32.9698 91.9977
2166000 -33.4583 -143.192 -8.71515 33.5469 -90.0514 56.5046
2168000 53.08 -176.532 4.62096 99.7086 -42.8438 -56.8648
2170000 48.2563 -136.632 7.1505 37.2675 65.8456 -103.113
2172000 38.3471 -18.7124 25.4221 8.8859 21.999 -30.8849
2174000 -176.576 -81.1743 100.033 -10.1682 -1.86998 12.0382
2176000 -77.7675 -107.209 -82.9116 23.3397 8.95065 -32.2903
2178000 -49.0424 4.48638 22.4134 78.3577 -17.9191 -60.4386
2180000 -174.537 20.1234 -117.888 147.58 -113.489 -34.091
2182000 -106.638 24.0033 -1.02684 -34.7247 19.1543 15.5704
2184000 -39.5076 95.0734 -73.219 -146.209 -13.7319 159.941
2186000 26.455 -52.7874 -59.3383 -49.7017 -27.0783 76.78
2188000 -14.9747 62.5709 -139.785 -38.2836 31.1756 7.10798
2190000 50.6575 45.6716 -181.306 12.2262 -134.029 121.803
2192000 89.874 26.5282 -69.1126 -7.03882 -52.9122 59.951
2194000 9.8681 64.0684 5.97165 48.2503 -50.443 2.19262
2196000 -9.96266 38.818 -53.0081 155.391 53.5156 -208.907
2198000 18.9723 19.8705 -110.729 -56.4002 65.5057 -9.10546
2200000 -50.8815 54.332 5.18217 -124.052 -107.3 231.352
2202000 75.4436 183.882 -19.3177 -180.665 193.229 -12.5641
2204000 69.7213 68.1228 17.8089 -91.7301 177.022 -85.2922
2206000 -39.0962 113.99 67.1701 -7.99864 92.0093 -84.0107
2208000 -154.939 153.02 26.1314 96.2427 28.1511 -124.394
2210000 -179.063 200.265 -21.6872 49.8675 38.9127 -88.7803
2212000 -190.609 42.8274 17.3875 109.778 77.8496 -187.628
2214000 -121.631 -15.4423 34.4964 172.406 74.6899 -247.096
2216000 -94.5728 -27.6949 -97.2837 86.9528 246.588 -333.541
2218000 70.8578 4.75038 -24.1988 33.5415 130.034 -163.576
2220000 87.4512 16.2663 -14.7183 -108.86 28.9601 79.9002
2222000 41.5595 88.1818 -0.366537 -42.6333 93.2629 -50.6296
2224000 -32.7074 76.6623 -141.917 -214.135 190.604 23.5306
2226000 27.0593 12.2367 11.2454 -178.554 65.0218 113.532
2228000 20.1902 15.272 33.9193 -75.1305 100.27 -25.1399
2230000 20.452 -28.2979 21.6717 -115.054 118.833 -3.77953
2232000 62.4139 -31.5577 5.99086 -155.5 -44.6199 200.119
2234000 -5.8833 83.7401 56.2749 -224.232 100.152 124.08
2236000 -17.593 115.979 177.512 -1.03733 83.6516 -82.6143
2238000 35.1051 -30.9788 -26.5923 18.3126 48.5582 -66.8708
2240000 70.3932 -29.5137 -4.19586 -87.1448 6.68895 80.4558
2242000 -26.0671 -23.1965 -100.423 13.7859 11.6226 -25.4085
2244000 -29.7047 162.244 -201.386 -77.0303 127.206 -50.1754
2246000 -40.7112 143.022 -181.388 -50.4271 17.6365 32.7906
2248000 75.1838 102.114 -131.439 -101.362 118.075 -16.713
2250000 54.0927 5.07406 -29.1939 -77.558 89.7147 -12.1567
2252000 99.989 -8.60041 20.3285 7.33337 109.295 -116.629
2254000 -18.1766 -19.8683 109.765 39.7114 72.7744 -112.486
2256000 6.80387 -59.6864 187.105 -132.988 54.7399 78.2476
2258000 52.7849 -8.29706 130.506 -60.8126 -56.6853 117.498
2260000 -44.6117 32.0243 124.522 73.2205 -144.554 71.3338
2262000 43.8612 60.4444 56.2708 17.9224 -76.3304 58.408
2264000 78.3993 -76.0435 -52.8061 20.0791 -79.3141 59.235
2266000 -0.839563 76.3969 8.0621 46.0503 -92.7488 46.6984
2268000 22.7113 109.144 123.213 28.4212 -87.6393 59.2181
2270000 -60.0734 88.7697 -102.736 -67.9088 46.3565 21.5523
2272000 -50.6502 39.0649 -11.9454 -19.3282 -96.2025 115.531
2274000 -122.606 -85.3594 26.9092 31.5887 -60.0223 28.4337
2276000 -68.9538 -71.4684 70.2373 -5.3926 38.9609 -33.5683
2278000 -15.9551 -124.823 -38.3575 27.9635 -20.339 -7.62448
2280000 -160.968 -57.5085 -135.108 80.7161 -52.139 -28.5771
2282000 -63.4287 -81.3624 -98.8937 -13.6396 50.1308 -36.4912
2284000 -124.836 -3.68933 -34.8469 97.7817 -56.0901 -41.6916
2286000 -121.744 13.9783 22.3728 38.9489 -117.691 78.7418
2288000 84.6973 94.1305 48.8341 -48.6302 34.9065 13.7236
2290000 38.6964 157.88 35.6457 -40.7315 142.135 -101.404
2292000 26.2742 -36.0911 48.8383 -31.8642 90.1793 -58.315
2294000 -51.6091 -80.0817 26.4715 15.5956 76.0632 -91.6588
2296000 -181.358 -98.8942 22.3248 69.9274 -44.0939 -25.8334
2298000 -26.5838 -48.9201 20.9296 73.1704 -42.5408 -30.6296
2300000 -96.1607 -111.243 192.023 81.7355 36.0053 -117.741
2302000 -143.357 45.4284 113.786 -7.58692 4.52944 3.05748
2304000 -73.0085 -27.0751 -11.0033 16.0933 12.7371 -28.8303
2306000 -30.0257 29.7582 9.29081 -1.94865 -126.693 128.641
2308000 -26.3716 -101.383 -35.1831 103.833 -94.977 -8.85635
2310000 45.9885 -170.564 -119.605 69.6176 -121.625 52.0079
2312000 42.1288 -185.444 -125.092 81.5015 53.9532 -135.455
2314000 80.4222 -37.9517 -13.1618 41.1465 12.1937 -53.3402
2316000 55.4136 -31.2996 37.5941 0.0499066 11.5454 -11.5953
2318000 107.366 -3.49686 25.9086 -181.963 60.3744 121.589
2320000 37.9579 85.8855 46.4297 10.017 -59.5579 49.5409
2322000 92.3845 58.4183 -46.8862 28.0736 -136.882 108.808
2324000 92.468 3.59402 -44.1992 45.8408 26.1685 -72.0092
2326000 75.2444 29.4907 -165.964 42.8827 70.8217 -113.704
2328000 75.1139 41.853 38.3323 65.1346 1.73353 -66.8681
2330000 63.403 -17.907 55.8746 1.55806 5.42878 -6.98684
2332000 -29.9694 -74.4309 -108.335 26.5448 -79.8401 53.2952
2334000 -49.4505 -79.5119 122.908 18.6708 -54.8751 36.2043
2336000 -116.992 71.625 -61.0185 -70.6259 196.853 -126.227
2338000 -154.37 71.0105 -49.5459 -145.357 163.402 -18.0448
2340000 -172.085 93.5657 -129.627 -181.971 48.7152 133.256
2342000 -225.062 -5.49657 -131.868 -181.01 56.5256 124.484
2344000 -186.019 3.81957 -160.909 -98.3103 -3.75692 102.067
2346000 -139.045 -72.9262 31.5031 -29.6125 -7.81097 37.4234
2348000 -32.938 -100.74 -11.0576 -78.1089 -3.61506 81.7239
2350000 -147.443 -136.541 34.374 -139.719 24.0396 115.68
2352000 -165.586 -107.841 58.4406 -4.88373 25.0845 -20.2008
2354000 -98.0656 -95.7973 12.4815 54.06 -88.8705 34.8105
2356000 23.7792 23.2702 -60.9732 8.92545 -4.57796 -4.34749
2358000 111.477 -40.6219 -65.0097 14.8473 -17.2411 2.39377
2360000 172.849 70.111 62.2887 56.7998 -18.8422 -37.9576
2362000 93.3357 15.384 56.0068 -68.4855 34.8712 33.6143
2364000 59.2142 0.453546 8.14604 63.9117 -52.7 -11.2116
2366000 28.822 14.7714 -95.9498 85.0498 -59.6176 -25.4322
2368000 -8.49153 68.2786 97.1541 103.451 -72.4141 -31.0369
2370000 -36.3047 127.381 119.501 -35.7378 84.6787 -48.9409
2372000 -1.31849 0.503393 -2.05193 -43.2245 102.144 -58.9192
2374000 -91.0932 73.2888 34.7423 -73.364 69.7847 3.57932
2376000 -12.6771 1.9062 -10.0227 -9.56548 -19.7509 29.3164
2378000 -39.8331 -151.373 -49.5276 -32.3841 116.511 -84.1265
2380000 12.8574 -82.3736 -140.637 -49.3116 144.573 -95.2619
2382000 -1.26616 9.3696 -83.5341 26.8904 -98.7275 71.837
2384000 -25.8415 -64.8327 -7.90384 -5.63951 2.11709 3.52242
2386000 93.5016 11.3407 -21.3726 -21.222 -22.6696 43.8916
2388000 27.1879 -153.96 84.336 54.7242 -99.2868 44.5626
2390000 27.1321 -86.9551 -29.0686 -36.4832 -7.66408 44.1473
2392000 52.7724 -197.517 60.4138 -55.1264 77.967 -22.8407
2394000 88.9535 -142.058 -25.6444 65.6481 24.9276 -90.5757
2396000 40.8655 -68.2338 -42.1887 175.992 -40.3407 -135.651
2398000 52.3714 75.3271 7.33101 -76.8902 73.6461 3.24407
2400000 107.087 -39.3067 48.4583 65.6469 -43.4286 -22.2184
2402000 24.9674 -58.9131 -2.68667 -20.5808 -114.887 135.468
2404000 62.8319 -91.4352 -48.5758 -202.649 -65.6652 268.314
2406000 2.81145 -85.3809 -19.2834 -197.326 -32.5283 229.854
2408000 56.3277 7.35071 -108.365 -108.502 -55.3383 163.84
2410000 -110.854 83.7897 -32.4274 -44.1903 -76.8019 120.992
2412000 27.5403 158.673 -67.1322 115.092 -164.552 49.4606
2414000 -6.69562 11.5867 -8.70594 -129.544 29.9676 99.5764
2416000 -53.8855 -52.5383 -73.7131 68.2171 -263.907 195.69
2418000 -60.1384 37.6084 7.50405 60.4116 -108.031 47.6198
2420000 -126.245 178.094 -36.8594 -73.6319 8.52126 65.1107
2422000 -14.196 44.14 -173.776 4.47396 4.47319 -8.94715
2424000 -73.8281 -25.2033 -58.4979 10.0999 95.9057 -106.006
2426000 -57.0892 -56.7506 -85.7225 -34.2962 53.332 -19.0358
2428000 46.6342 -47.4928 -96.6455 20.4822 -132.261 111.779
2430000 -60.7129 4.61459 -62.9121 1.27657 -164.748 163.472
2432000 -3.47449 6.45989 -72.4454 -9.49351 -73.1664 82.6599
2434000 93.1479 -26.3057 16.1933 -55.9912 42.8496 13.1417
2436000 8.26005 85.4319 154.39 -37.2235 86.8615 -49.638
2438000 25.3678 46.1639 12.5306 170.075 -2.98155 -167.094
2440000 7.84972 -75.1576 -50.9279 -33.1602 40.5335 -7.37334
2442000 -51.1933 -76.189 -76.9506 -60.5825 38.8583 21.7242
2444000 -88.4926 -28.2728 -83.8746 -17.9696 -30.7798 48.7494
2446000 -126.721 -83.8403 -137.472 102.39 84.043 -186.433
2448000 35.7383 -45.7495 -34.6259 68.6351 -1.80714 -66.8279
2450000 39.6098 4.35837 -80.8821 42.9866 -35.6101 -7.3765
2452000 130.946 -63.5235 -26.5661 -71.355 20.4559 50.8991
2454000 -76.069 14.1945 26.5975 7.35322 -29.4447 22.0915
2456000 71.6053 45.6095 15.7297 -40.9096 -32.8406 73.7503
2458000 -39.8162 29.1784 5.76837 24.352 141.587 -165.939
2460000 -81.0618 48.268 -17.0378 96.169 57.506 -153.675
2462000 -197.44 54.5709 -59.7604 67.9329 -117.421 49.4885
2464000 -65.6774 -22.7195 20.8597 -78.7108 -27.9888 106.7
2466000 31.0977 -99.6808 -94.744 -22.5633 -47.0703 69.6336
2468000 -22.628 -132.072 -15.5442 165.96 23.7356 -189.696
2470000 27.4557 -43.8412 -26.7722 141.625 -8.19769 -133.427
2472000 -77.9411 60.7234 -33.3688 110.819 35.2281 -146.047
2474000 -126.019 28.5505 72.3445 16.2858 -3.0205 -13.2653
2476000 -83.0355 47.6287 -54.5836 148.822 -160.782 11.9601
2478000 -170.131 68.2107 101.784 212.293 -146.899 -65.3938
2480000 -101.062 -18.5502 86.416 159.122 -131.181 -27.9418
2482000 -64.352 93.7943 -34.1585 155.847 -185.505 29.6578
2484000 -32.6718 -22.1966 -82.9222 55.4425 -71.9289 16.4865
2486000 -39.3991 -110.181 -103.967 -68.4949 -6.82853 75.3234
2488000 61.0828 -32.4795 -53.1375 -114.475 31.7037 82.7709
2490000 -54.0687 -19.9665 54.0203 -20.7987 -129.206 150.005
2492000 -150.761 61.8898 121.78 -1.5796 -106.66 108.239
2494000 -229.217 34.7134 139.919 -1.62877 -37.8499 39.4787
2496000 -84.0049 -75.434 34.2476 -65.7825 70.3054 -4.52283
2498000 -105.323 -168.318 -41.5415 41.4003 -101.768 60.3679
2500000 4.13385 -8.74589 -30.1889 32.6771 36.8677 -69.5448
2502000 -103.017 -62.8322 45.5987 77.726 130.862 -208.588
2504000 -20.4229 -77.2551 -55.7457 -48.6326 253.205 -204.573
2506000 213.553 22.478 42.1252 -70.2896 128.743 -58.4537
2508000 27.4375 -75.0202 -69.3636 -64.059 41.3474 22.7116
2510000 49.6032 -23.3155 52.5079 -185.292 155.41 29.8814
2512000 -95.21 21.4009 57.6386 -66.132 66.7157 -0.583655
2514000 -139.775 116.145 -40.9041 32.5797 5.5576 -38.1373
2516000 -215.271 -12.3487 15.8373 -47.794 129.837 -82.0428
2518000 -119.488 81.4641 170.321 -149.75 138.58 11.1694
2520000 -43.244 61.0563 72.2276 -92.4762 90.8372 1.63895
2522000 -72.6549 26.7596 -135.521 -66.7574 90.7524 -23.995
2524000 2.9377 84.7911 -93.5681 82.8873 16.1031 -98.9904
2526000 -14.17 88.184 27.439 -44.5618 170.402 -125.841
2528000 -18.3252 20.1126 -45.9842 99.8835 78.5203 -178.404
2530000 -117.119 -10.2678 -62.2142 -44.2863 8.92989 35.3564
2532000 -93.0003 78.8157 -5.7808 -9.64634 41.7127 -32.0663
2534000 -224.483 81.2134 -54.7525 113.294 94.3265 -207.62
2536000 -214.972 -4.38257 -32.2516 25.3046 61.632 -86.9366
2538000 -147.256 -57.807 -76.7535 22.685 -37.2279 14.5429
2540000 -52.7813 -161.65 -52.3649 -45.3066 40.1237 5.18298
2542000 -82.9314 -72.4666 -101.356 -77.3062 66.8718 10.4344
2544000 -97.7794 -41.5112 -61.7837 -48.5462 21.5257 27.0205
2546000 -4.8521 -14.5327 -146.234 -6.60483 -19.1949 25.7997
2548000 -56.2662 9.86182 -99.8169 46.3234 -76.6601 30.3367
2550000 -102.011 26.7414 -66.2913 -56.2562 -35.9185 92.1747
2552000 -8.33448 24.982 -46.0676 -2.20933 -90.8579 93.0673
2554000 51.6021 52.216 -118.568 -158.528 97.6831 60.8454
2556000 -54.3981 19.8455 -198.104 -97.9541 141.888 -43.9338
2558000 62.7523 -9.67801 -9.15918 -133.932 15.5045 118.427
2560000 -2.29091 -32.2887 64.2993 6.29042 -46.8716 40.5811
2562000 -14.0671 -66.4921 123.371 188.19 -112.571 -75.6194
2564000 63.2407 22.8801 125.392 -12.5383 22.2934 -9.75512
2566000 4.50054 37.1697 58.7512 -99.0933 82.7758 16.3175
2568000 -99.5937 119.17 -106.497 37.1981 -124.494 87.2959
2570000 42.083 51.6918 -35.7026 -99.9423 18.6223 81.32
2572000 47.7081 2.08763 119.37 79.5124 -113.232 33.7192
2574000 27.7017 11.4538 -8.88368 -151.71 55.7487 95.9612
2576000 51.8476 -171.518 26.0958 -145.376 42.5464 102.83
2578000 27.441 -240.179 152.848 -78.8761 37.1173 41.7588
2580000 103.638 -217.188 29.6426 -21.2464 10.7514 10.495
2582000 37.779 -38.1884 -42.4987 55.254 -19.4314 -35.8226
2584000 -24.7945 -51.4987 0.00398527 92.0623 -100.544 8.4821
2586000 -24.1021 -195.646 -71.1685 169.721 -62.5766 -107.145
2588000 -45.5707 -104.267 -57.7836 178.412 -44.4332 -133.979
2590000 -30.7106 -64.5319 46.5119 170.988 -132.798 -38.1904
2592000 -33.5499 -3.16981 -44.8255 22.7678 -90.7096 67.9418
2594000 -142.992 -55.2702 16.025 94.1359 -193.906 99.77
2596000 -12.8729 -21.2107 -86.0371 76.7386 -16.1398 -60.5988
2598000 35.1842 7.50537 -171.538 -50.0265 -12.4382 62.4647
2600000 -10.8281 -37.037 -138.288 111.822 -77.163 -34.6587
2602000 69.6644 -103.51 -61.9816 232.862 -142.319 -90.5426
2604000 194.527 -132.888 21.7509 205.703 -56.4558 -149.247
2606000 -3.59904 -46.2562 -48.8781 114.497 -195.144 80.6464
2608000 75.3255 -97.7911 -25.3112 -113.95 -61.9622 175.912
2610000 45.9017 43.8148 71.9098 -23.9674 22.5161 1.4513
2612000 92.4616 -17.4037 -6.20164 71.4757 -95.5947 24.119
2614000 103.206 16.9837 9.68577 -12.1568 -0.0140522 12.1708
2616000 -0.418729 -21.9901 13.32 47.9321 48.0993 -96.0314
2618000 101.403 -113.296 94.9395 -88.0327 160.128 -72.0956
2620000 -53.9629 -64.1944 122.026 -99.9806 174.875 -74.8947
2622000 -7.33791 -210.349 26.5531 22.6244 136.168 -158.792
2624000 -70.7428 -43.6353 98.1715 -91.8087 29.4124 62.3963
2626000 -34.6238 -49.499 81.7 21.9622 -118.038 96.0755
2628000 -127.947 -37.6523 56.1553 6.963 -0.0565996 -6.9064
2630000 -145.186 23.0722 106.271 -87.1857 37.587 49.5987
2632000 -93.902 29.5622 45.4731 -11.7061 -113.59 125.296
2634000 -52.646 80.8218 97.4825 64.3642 -127.943 63.5785
2636000 -71.7641 102.163 81.6592 43.7839 -150.688 106.905
2638000 10.494 76.1491 -65.2069 -92.8194 41.3482 51.4712
2640000 1.62159 119.054 -21.7974 47.2469 41.1448 -88.3917
2642000 -1.55089 45.5421 -78.3341 10.7839 14.2173 -25.0012
2644000 34.6956 -3.63383 -43.6767 8.53831 58.9212 -67.4595
2646000 23.802 29.8567 -79.3216 -25.7633 44.6851 -18.9217
2648000 76.7045 142.477 29.5609 -56.1696 205.895 -149.725
2650000 186.438 144.014 31.0744 26.2428 97.096 -123.339
2652000 147.982 32.5415 -53.0459 -12.076 42.0178 -29.9419
2654000 86.4541 -54.4479 28.2953 -102.365 106.642 -4.27681
2656000 -21.9551 -92.6523 -66.854 -99.0887 -41.295 140.384
2658000 -113.836 -60.2998 -78.5551 -29.911 -101.72 131.631
2660000 -28.973 -83.7879 18.7213 35.258 -112.894 77.6357
2662000 -135.973 -4.86149 50.6991 -93.1062 27.9205 65.1857
2664000 -117.732 -24.2445 -42.7233 -239.184 201.38 37.8032
2666000 -59.0358 -20.7758 -43.3069 -51.3867 127.852 -76.4655
2668000 108.801 -33.898 30.8313 -92.2632 -23.0963 115.36
2670000 63.0513 1.7394 -1.00838 -43.8503 -89.9524 133.803
2672000 -121.959 -53.6442 -7.11613 -55.5134 -4.97015 60.4835
2674000 3.50209 13.5172 85.4834 -172.065 24.7234 147.342
2676000 -115.895 -20.0103 58.0223 -86.7175 -35.9048 122.622
