# Time-averaged data for fix fixmsd
# TimeStep c_msd[4]
3454000 1244.17
3456000 1246.45
3458000 1247.51
3460000 1248.11
3462000 1250.39
3464000 1255.5
3466000 1256.76
3468000 1258.21
3470000 1262.38
3472000 1263.49
3474000 1263.11
3476000 1264.89
3478000 1264.59
3480000 1261.8
3482000 1264.42
3484000 1264.19
3486000 1263.35
3488000 1262.58
3490000 1263.72
3492000 1266.09
3494000 1265.32
3496000 1263.1
3498000 1264.72
3500000 1265.55
3502000 1266.06
3504000 1266.03
3506000 1263.21
3508000 1266.97
3510000 1268.33
3512000 1265.04
3514000 1267.27
3516000 1268.55
3518000 1273.27
3520000 1274.99
3522000 1276.76
3524000 1276.63
3526000 1277.84
3528000 1276.65
3530000 1277.16
3532000 1277.53
3534000 1277.38
3536000 1279.99
3538000 1278.79
3540000 1275.9
3542000 1279.97
3544000 1279.9
3546000 1281.76
3548000 1284.59
3550000 1285.39
3552000 1284.9
3554000 1284.22
3556000 1290.06
3558000 1289.27
3560000 1293.07
3562000 1295.07
3564000 1296.95
3566000 1295.97
3568000 1293.04
3570000 1291.83
3572000 1290.56
3574000 1292.26
3576000 1293.37
3578000 1294.19
3580000 1296.16
3582000 1293.27
3584000 1294.73
3586000 1299.07
3588000 1299.67
3590000 1298
3592000 1298.35
3594000 1296.83
3596000 1293.74
3598000 1297.22
3600000 1295.8
3602000 1293.17
3604000 1291.97
3606000 1294.34
3608000 1297.39
3610000 1299.87
3612000 1299.98
3614000 1297.32
3616000 1298.1
3618000 1299.22
3620000 1300.3
3622000 1300.68
3624000 1297.59
3626000 1296.8
3628000 1297.91
3630000 1299.6
3632000 1298.79
3634000 1305.14
3636000 1307.94
3638000 1304.97
3640000 1304.57
3642000 1304.72
3644000 1305.45
3646000 1305.14
3648000 1304.8
3650000 1303.28
3652000 1306.05
3654000 1309.66
3656000 1310.82
3658000 1310.12
3660000 1313.48
3662000 1312.94
3664000 1307.31
3666000 1306.72
3668000 1307.88
3670000 1308.86
3672000 1307.72
3674000 1308.75
3676000 1309.2
3678000 1308.83
3680000 1306.03
3682000 1304.28
3684000 1306.45
3686000 1305.62
3688000 1305.13
3690000 1309.62
3692000 1310.34
3694000 1309.26
3696000 1309.8
3698000 1309.41
3700000 1313.81
3702000 1313.36
3704000 1316.92
3706000 1315.28
3708000 1315.92
3710000 1318.88
3712000 1321.18
3714000 1324.26
3716000 1323.56
3718000 1325.66
3720000 1326.75
3722000 1322.68
3724000 1324.1
3726000 1323.65
3728000 1321.16
3730000 1321.35
3732000 1321.48
3734000 1322.48
3736000 1320.57
3738000 1320.17
3740000 1322.2
3742000 1319.81
3744000 1324.22
3746000 1323.14
3748000 1321.65
3750000 1321.27
3752000 1319.07
3754000 1320.45
3756000 1320.09
3758000 1325.27
3760000 1325.56
3762000 1328.11
3764000 1330.32
3766000 1329.85
3768000 1333.52
3770000 1334.58
3772000 1335.54
3774000 1337.85
3776000 1342.63
3778000 1340.94
3780000 1341.22
3782000 1344.49
3784000 1342.3
3786000 1343
3788000 1344.02
3790000 1343.36
3792000 1341.93
3794000 1340.34
3796000 1338.11
3798000 1337.86
3800000 1338.03
3802000 1341.48
3804000 1344.6
3806000 1345.52
3808000 1343.94
3810000 1345.37
3812000 1345.47
3814000 1347.24
3816000 1345.34
3818000 1342.71
3820000 1346.25
3822000 1345.15
3824000 1348.12
3826000 1349.5
3828000 1348.56
3830000 1350.44
3832000 1349.88
3834000 1351.34
3836000 1355.59
3838000 1356.6
3840000 1359.56
3842000 1361.98
3844000 1363.97
3846000 1365.97
3848000 1368.62
3850000 1369.5
3852000 1373.59
3854000 1373.32
3856000 1372.83
3858000 1373.75
3860000 1371.18
3862000 1373.7
3864000 1373.68
3866000 1374.59
3868000 1375.55
3870000 1376.96
3872000 1376.99
3874000 1375.37
3876000 1371.92
3878000 1375.94
3880000 1376.37
3882000 1382.17
3884000 1384.14
3886000 1381.61
3888000 1381.78
3890000 1383.9
3892000 1378.62
3894000 1379.92
3896000 1382.11
3898000 1382.94
3900000 1388.65
3902000 1391.78
3904000 1393.18
3906000 1394.75
3908000 1395.78
3910000 1393.46
3912000 1395.61
3914000 1397.28
3916000 1395.62
3918000 1396.22
3920000 1398.23
3922000 1396.67
3924000 1398.64
3926000 1400.38
3928000 1401.86
3930000 1400.75
3932000 1402.75
3934000 1400.43
3936000 1399.99
3938000 1397.99
3940000 1402.26
3942000 1403.9
3944000 1407.7
3946000 1408.25
3948000 1408.78
3950000 1408.19
3952000 1413.08
3954000 1410.5
3956000 1407.92
3958000 1407.83
3960000 1411.1
3962000 1414.43
3964000 1413.18
3966000 1413.37
3968000 1414.7
3970000 1418.1
3972000 1420.33
3974000 1421.62
3976000 1423.6
3978000 1424.84
3980000 1420.2
3982000 1421.91
3984000 1418.29
3986000 1415.96
3988000 1419.89
3990000 1423.1
3992000 1423.76
3994000 1422.4
3996000 1422.76
3998000 1425.53
4000000 1426.66
4002000 1431.81
4004000 1434.39
4006000 1436.66
4008000 1438.03
4010000 1436.92
4012000 1433.29
4014000 1433.69
4016000 1436.1
4018000 1435.5
4020000 1436.25
4022000 1437.27
4024000 1434
4026000 1431.13
4028000 1431.94
4030000 1431.8
4032000 1434.19
4034000 1435.7
4036000 1436.83
4038000 1439.62
4040000 1443.1
4042000 1444.61
4044000 1445.5
4046000 1448.64
4048000 1448.55
4050000 1449.47
4052000 1455.08
4054000 1454.15
4056000 1457.14
4058000 1460.03
4060000 1461.71
4062000 1461.88
4064000 1459.83
4066000 1455.64
4068000 1457.28
4070000 1457.08
4072000 1459.69
4074000 1461
4076000 1460.75
4078000 1460.51
4080000 1458.89
4082000 1462.84
4084000 1465.38
4086000 1465.31
4088000 1466.47
4090000 1466.37
4092000 1466.51
4094000 1464.79
4096000 1465.37
4098000 1466.78
4100000 1464.77
4102000 1462.27
4104000 1461.64
4106000 1463.76
4108000 1464.75
4110000 1463.97
4112000 1465.34
4114000 1468.77
4116000 1470.46
4118000 1470.96
4120000 1473.73
4122000 1474.52
4124000 1475.65
4126000 1476.31
4128000 1475.96
4130000 1481.21
4132000 1481.39
4134000 1480.84
4136000 1479.39
4138000 1483.27
4140000 1487.39
4142000 1487.24
4144000 1491.5
4146000 1488.79
4148000 1493.48
4150000 1490.7
4152000 1491.63
4154000 1490.02
4156000 1486.6
4158000 1488.35
4160000 1486.37
4162000 1489.15
4164000 1492.55
4166000 1498.88
4168000 1501.15
4170000 1503.51
4172000 1501.39
4174000 1498.2
4176000 1498.09
4178000 1501.09
4180000 1504.08
4182000 1503.43
4184000 1507.19
4186000 1507.63
4188000 1506.98
4190000 1505.8
4192000 1508.85
4194000 1508.65
4196000 1511.78
4198000 1513.26
4200000 1511.89
4202000 1505.06
4204000 1508.61
4206000 1506.44
4208000 1509.78
4210000 1512.59
4212000 1514.11
4214000 1514.65
4216000 1517.18
4218000 1520.68
4220000 1522.06
4222000 1523.8
4224000 1520.65
4226000 1519.99
4228000 1516.31
4230000 1515.28
4232000 1517.22
4234000 1517.54
4236000 1521.09
4238000 1522.73
4240000 1520.6
4242000 1520.91
4244000 1524.07
4246000 1526.57
4248000 1526.78
4250000 1523.82
4252000 1525.4
4254000 1528.31
4256000 1531.27
4258000 1533.8
4260000 1534.04
4262000 1535.52
4264000 1536.7
4266000 1536.91
4268000 1530.99
4270000 1531.63
4272000 1529.53
4274000 1529.35
4276000 1529.82
4278000 1534.29
4280000 1534.5
4282000 1534.47
4284000 1534.9
4286000 1539.07
4288000 1540.3
4290000 1538.54
4292000 1543.9
4294000 1546.04
4296000 1546.86
4298000 1547.61
4300000 1548.81
4302000 1548.11
4304000 1544.9
4306000 1545.43
4308000 1547.23
4310000 1549.17
4312000 1548.69
4314000 1548.27
4316000 1550.95
4318000 1547.94
4320000 1544.95
4322000 1542.99
4324000 1542.29
4326000 1544.01
4328000 1546.12
4330000 1548.18
4332000 1551.45
4334000 1552.47
4336000 1556.77
4338000 1556.65
4340000 1560.55
4342000 1560.4
4344000 1562.62
4346000 1563.78
4348000 1563.79
4350000 1567.13
4352000 1566.87
4354000 1565.15
4356000 1566.61
4358000 1571.14
4360000 1569.99
4362000 1568.67
4364000 1570.94
4366000 1570.68
4368000 1573.34
4370000 1568.9
4372000 1573.66
4374000 1574.36
4376000 1571.37
4378000 1570.08
4380000 1570.31
4382000 1570.58
4384000 1571.98
4386000 1576
4388000 1578.73
4390000 1581.04
4392000 1581.01
4394000 1585.98
4396000 1589.51
4398000 1590.54
4400000 1587.76
4402000 1593.66
4404000 1595.27
4406000 1597.14
4408000 1599.89
4410000 1601.33
4412000 1605.53
4414000 1605.43
4416000 1603.91
4418000 1602.7
4420000 1600.71
4422000 1598.35
4424000 1594.23
4426000 1597.32
4428000 1600
4430000 1597.16
4432000 1597.48
4434000 1597.89
4436000 1600.77
4438000 1596.78
4440000 1596.42
4442000 1594.55
4444000 1596.69
4446000 1595.71
4448000 1598.69
4450000 1597.4
4452000 1602.83
4454000 1600.24
4456000 1601.86
4458000 1605.09
4460000 1607.47
4462000 1605.73
4464000 1608.44
4466000 1606.87
4468000 1605.83
4470000 1609.91
4472000 1607.33
4474000 1607.26
4476000 1604.93
4478000 1604.27
4480000 1607.29
4482000 1605.66
4484000 1611.38
4486000 1612.52
4488000 1610.71
4490000 1616.16
4492000 1614.14
4494000 1611.19
4496000 1614.59
4498000 1613.07
4500000 1615.99
4502000 1615.48
4504000 1617.43
4506000 1619.01
4508000 1621.41
4510000 1620.95
4512000 1619.84
4514000 1622.56
4516000 1623.89
4518000 1622.7
4520000 1622.14
4522000 1624.61
4524000 1624.8
4526000 1630.02
4528000 1630.85
4530000 1631.49
4532000 1634.85
4534000 1638.61
4536000 1639.3
4538000 1637.89
4540000 1641.52
4542000 1643.36
4544000 1644.7
4546000 1648.38
4548000 1649.87
4550000 1650.93
4552000 1651.82
4554000 1655.22
4556000 1655.6
4558000 1655.54
4560000 1651.35
4562000 1656.05
4564000 1660.5
4566000 1660.7
4568000 1661.05
4570000 1662.12
4572000 1665.05
4574000 1669.5
4576000 1668.37
4578000 1666.79
4580000 1668.24
4582000 1669.77
4584000 1672.81
4586000 1676.35
4588000 1675.29
4590000 1675.49
4592000 1681.4
4594000 1679.73
4596000 1680.67
4598000 1689.19
4600000 1695.49
4602000 1696.52
4604000 1694.08
4606000 1693.03
4608000 1697.12
4610000 1697.75
4612000 1694.14
4614000 1697.67
4616000 1697.25
4618000 1697.03
4620000 1696
4622000 1692.89
4624000 1697.56
4626000 1696.29
4628000 1696.33
4630000 1695.34
4632000 1695.26
4634000 1695.52
4636000 1696.46
4638000 1696.19
4640000 1698.04
4642000 1697.1
4644000 1695.82
4646000 1697.3
4648000 1700.01
4650000 1703.07
4652000 1705.7
4654000 1704.74
4656000 1704.01
4658000 1711.55
4660000 1712.33
4662000 1712.3
4664000 1710.54
4666000 1713.25
4668000 1712.95
4670000 1710.41
4672000 1711.9
4674000 1713.61
4676000 1713.33
4678000 1716.41
4680000 1712.39
4682000 1712.47
4684000 1715.35
4686000 1713.3
4688000 1712.29
4690000 1716.09
4692000 1713.02
4694000 1712.05
4696000 1712.39
4698000 1715.81
4700000 1718.5
4702000 1717.82
4704000 1718.51
4706000 1719.17
4708000 1722.08
4710000 1724.85
4712000 1724.95
4714000 1723.45
4716000 1723.9
4718000 1725.74
4720000 1724.4
4722000 1725.63
4724000 1726.12
4726000 1728.64
4728000 1729.52
4730000 1729.3
4732000 1726.9
4734000 1729.07
4736000 1727.02
4738000 1727.67
4740000 1728.01
4742000 1729.11
4744000 1732.05
4746000 1736.77
4748000 1735.54
4750000 1733.06
4752000 1732.74
4754000 1730.99
4756000 1732.67
4758000 1732.82
4760000 1733.16
4762000 1737.62
4764000 1737.93
4766000 1738.38
4768000 1735.77
4770000 1737.07
4772000 1737.47
4774000 1739.3
4776000 1740.26
4778000 1742.24
4780000 1743.35
4782000 1741.06
4784000 1743.52
4786000 1747.71
4788000 1751.2
4790000 1748.52
4792000 1745.69
4794000 1742.84
4796000 1746.24
4798000 1749.76
4800000 1753.06
4802000 1750.37
4804000 1753.83
4806000 1754.2
4808000 1757.26
4810000 1762.18
4812000 1764.35
4814000 1767.1
4816000 1768.43
4818000 1762.27
4820000 1760.44
4822000 1761.9
4824000 1757.05
4826000 1760.37
4828000 1759.55
4830000 1755.68
4832000 1757.32
4834000 1757.19
4836000 1755.9
4838000 1755.51
4840000 1756.63
4842000 1759.52
4844000 1765.68
4846000 1772.46
4848000 1768.69
4850000 1769.65
4852000 1769.74
4854000 1773.46
4856000 1768.86
4858000 1765.57
4860000 1765.04
4862000 1769.51
4864000 1771.47
4866000 1774.05
4868000 1777.1
4870000 1779.88
4872000 1784.85
4874000 1780.12
4876000 1779.9
4878000 1779.8
4880000 1782
4882000 1791.09
4884000 1793.72
4886000 1793.33
4888000 1793.25
4890000 1791.02
4892000 1786.98
4894000 1781.99
4896000 1782.36
4898000 1780.37
4900000 1779.36
4902000 1778.76
4904000 1781.34
4906000 1783.03
4908000 1784.23
4910000 1787.09
4912000 1783.18
4914000 1781.22
4916000 1786.23
4918000 1787.99
4920000 1789.85
4922000 1790.47
4924000 1790.75
4926000 1789.13
4928000 1789.63
4930000 1789.21
4932000 1794.53
4934000 1788.23
4936000 1791.78
4938000 1793.18
4940000 1798.24
4942000 1796.69
4944000 1794.15
4946000 1795.24
4948000 1790.79
4950000 1794.14
4952000 1795.56
4954000 1796.27
4956000 1800.81
4958000 1804.71
4960000 1808.23
4962000 1806.94
4964000 1806.14
4966000 1803.18
4968000 1798.56
4970000 1798.97
4972000 1799.72
4974000 1799.48
4976000 1800.71
4978000 1804.29
4980000 1803.46
4982000 1807.47
4984000 1810.91
4986000 1814.06
4988000 1811.7
4990000 1811.74
4992000 1814.21
4994000 1815.45
4996000 1815.65
4998000 1811.21
5000000 1815.41
5002000 1813.75
5004000 1810.44
5006000 1812.94
5008000 1814.7
5010000 1814.83
5012000 1817.66
5014000 1817.81
5016000 1818.46
5018000 1816.06
5020000 1817.76
5022000 1825.01
5024000 1820.31
5026000 1824.48
5028000 1826.38
5030000 1824.69
5032000 1822.53
5034000 1826.4
5036000 1828.38
5038000 1827.25
5040000 1829.12
5042000 1831.26
5044000 1833.97
5046000 1839.26
5048000 1841.42
5050000 1841.28
5052000 1833.29
5054000 1835.5
5056000 1836.92
5058000 1840.93
5060000 1847.02
5062000 1845.4
5064000 1847.86
5066000 1846.88
5068000 1848.48
5070000 1842.67
5072000 1839.61
5074000 1845.23
5076000 1844.43
5078000 1840.49
5080000 1839.61
5082000 1841.27
5084000 1839.72
5086000 1838.09
5088000 1841.83
5090000 1841.89
5092000 1843
5094000 1840.9
5096000 1840.03
5098000 1838.04
5100000 1836.49
5102000 1835.26
5104000 1836.96
5106000 1837.33
5108000 1837.59
5110000 1839.94
5112000 1848.04
5114000 1854.05
5116000 1856.8
5118000 1857.03
5120000 1855.4
5122000 1854.6
5124000 1852.07
5126000 1848.3
5128000 1852.07
5130000 1850.33
5132000 1851.05
5134000 1849.81
5136000 1848.53
5138000 1849.32
5140000 1850.86
5142000 1856.56
5144000 1855.99
5146000 1860.03
5148000 1864.55
5150000 1868.06
5152000 1863.78
5154000 1863.5
5156000 1863.94
5158000 1867.66
5160000 1872.79
5162000 1875.15
5164000 1875.76
5166000 1876.6
5168000 1878.15
5170000 1875.17
5172000 1875.17
5174000 1879.21
5176000 1879.39
5178000 1881.92
5180000 1882.1
5182000 1880.27
5184000 1883.68
5186000 1884.51
5188000 1885.2
5190000 1890.59
5192000 1891.46
5194000 1889.25
5196000 1889.91
5198000 1891.75
5200000 1888.22
5202000 1885.5
5204000 1881.1
5206000 1885.44
5208000 1885.28
5210000 1884.76
5212000 1883.67
5214000 1885.54
5216000 1887.49
5218000 1885.16
5220000 1883.49
5222000 1882.89
5224000 1887.02
5226000 1885.62
5228000 1885.29
5230000 1884.37
5232000 1888.47
5234000 1887.15
5236000 1887.49
5238000 1883.46
5240000 1885.36
5242000 1889.75
5244000 1884.95
5246000 1886.03
5248000 1886.22
5250000 1882.18
5252000 1887.95
5254000 1893.47
5256000 1895.5
5258000 1896.74
5260000 1893.89
5262000 1897.87
5264000 1897.76
5266000 1898.73
5268000 1897.91
5270000 1894.67
5272000 1895.51
5274000 1896.33
5276000 1896.36
5278000 1894.74
5280000 1897.22
5282000 1894.5
5284000 1892.62
5286000 1893.45
5288000 1897.2
5290000 1899.4
5292000 1902.99
5294000 1903.36
5296000 1903.1
5298000 1905.9
5300000 1906.53
5302000 1909.36
5304000 1908.84
5306000 1907.57
5308000 1906.97
5310000 1907.82
5312000 1910.78
5314000 1907.12
5316000 1905.6
5318000 1907.88
5320000 1912.14
5322000 1915.17
5324000 1912.75
5326000 1914.99
5328000 1911.98
5330000 1912.14
5332000 1905.77
5334000 1904.14
5336000 1905.19
5338000 1907.17
5340000 1910.21
5342000 1908.26
5344000 1905.85
5346000 1906.11
5348000 1906.37
5350000 1907.78
5352000 1912.75
5354000 1912.7
5356000 1912.37
5358000 1914.91
5360000 1917.05
5362000 1914.52
5364000 1913.72
5366000 1912.29
5368000 1910.14
5370000 1907.85
5372000 1910.11
5374000 1910.66
5376000 1910.53
5378000 1914
5380000 1913.26
5382000 1911.95
5384000 1916.58
5386000 1913.99
5388000 1910.51
5390000 1911.3
5392000 1911.47
5394000 1913.68
5396000 1916.37
5398000 1918.42
5400000 1919.59
5402000 1921.06
5404000 1921.18
5406000 1921.67
5408000 1921.14
5410000 1922.46
5412000 1924.53
5414000 1927.64
5416000 1924.51
5418000 1922.78
5420000 1928.06
5422000 1926.42
5424000 1926.36
5426000 1929.01
5428000 1928.94
5430000 1926.88
5432000 1928.69
5434000 1928.37
5436000 1929.55
5438000 1930.91
5440000 1932.35
5442000 1927.64
5444000 1928.52
5446000 1928.45
5448000 1933.17
5450000 1939.41
5452000 1937.8
5454000 1932.03
5456000 1936.69
5458000 1939.85
5460000 1934.02
5462000 1935.51
5464000 1934.06
5466000 1934.35
5468000 1938.14
5470000 1941.82
5472000 1943.22
5474000 1943
5476000 1941.11
5478000 1940.77
5480000 1941.8
5482000 1943.3
5484000 1945.42
5486000 1945.8
5488000 1946.37
5490000 1948.21
5492000 1953.67
5494000 1957.57
5496000 1956.77
5498000 1953.96
5500000 1957.01
5502000 1956.85
5504000 1961.51
5506000 1960.73
5508000 1957.84
5510000 1959.45
5512000 1966.5
5514000 1969.84
5516000 1971.41
5518000 1976.65
5520000 1978.05
5522000 1972.93
5524000 1974.12
5526000 1975.2
5528000 1973.26
5530000 1972.84
5532000 1970.77
5534000 1965.8
5536000 1967.32
5538000 1971.45
5540000 1973.9
5542000 1977.24
5544000 1979.22
5546000 1981.18
5548000 1981.24
5550000 1986.59
5552000 1988.56
5554000 1988.14
5556000 1988.87
5558000 1986.41
5560000 1989.88
5562000 1991.66
5564000 1990.86
5566000 1985.95
5568000 1989.06
5570000 1989.42
5572000 1991.83
5574000 1994.32
5576000 1996.46
5578000 1999.71
5580000 2003.04
5582000 2005.54
5584000 2007.75
5586000 2010.52
5588000 2011.57
5590000 2017.87
5592000 2016.77
5594000 2019.59
5596000 2019.14
5598000 2014.09
5600000 2015.85
5602000 2012.73
5604000 2016.98
5606000 2020.98
5608000 2025.65
5610000 2029.2
5612000 2027.87
5614000 2031.05
5616000 2033.52
5618000 2035.51
5620000 2035.37
5622000 2035.08
5624000 2037.59
5626000 2035.81
5628000 2040.28
5630000 2039.31
5632000 2039.58
5634000 2036.26
5636000 2034.49
5638000 2036.94
5640000 2039.78
5642000 2044.31
5644000 2041.83
5646000 2046.91
5648000 2043.78
5650000 2045.77
5652000 2045.14
5654000 2043.61
5656000 2046.8
5658000 2048.6
5660000 2051.45
5662000 2051.22
5664000 2054.39
5666000 2051.4
5668000 2054.98
5670000 2058.4
5672000 2062.4
5674000 2068.53
5676000 2071.3
5678000 2070.87
5680000 2070.63
5682000 2071.73
5684000 2077.05
5686000 2070.15
5688000 2069.87
5690000 2076.58
5692000 2075.43
5694000 2073.07
5696000 2068.54
5698000 2068.9
5700000 2067.42
5702000 2068.31
5704000 2069.99
5706000 2073.7
5708000 2073.8
5710000 2075.12
5712000 2076.18
5714000 2077.93
5716000 2082.15
5718000 2081.13
5720000 2075.13
5722000 2082.43
5724000 2082.19
5726000 2079.57
5728000 2074.59
5730000 2073.61
5732000 2073.37
5734000 2071.88
5736000 2072.78
5738000 2073.37
5740000 2075.5
5742000 2077.54
5744000 2075.16
5746000 2073.3
5748000 2070.69
5750000 2078.51
5752000 2079.17
5754000 2076.03
5756000 2069.13
5758000 2066.78
5760000 2068.76
5762000 2071.43
5764000 2067.14
5766000 2069.94
5768000 2070.88
5770000 2074.41
5772000 2081.86
5774000 2075.56
5776000 2076.42
5778000 2078.6
5780000 2082.27
5782000 2086.69
5784000 2085.13
5786000 2084.46
5788000 2084.95
5790000 2083.09
5792000 2081.83
5794000 2080.08
5796000 2080.68
5798000 2082.1
5800000 2086.32
5802000 2091.26
5804000 2091.69
5806000 2083.82
5808000 2088.54
5810000 2090.47
5812000 2092.73
5814000 2092.85
5816000 2093.97
5818000 2093.72
5820000 2098.27
5822000 2103.74
5824000 2105.6
5826000 2107.02
5828000 2106.39
5830000 2106.89
5832000 2102.71
5834000 2102.56
5836000 2105.5
5838000 2112.6
5840000 2115.84
5842000 2115.61
5844000 2112.24
5846000 2111.92
5848000 2111.44
5850000 2109.55
5852000 2103
5854000 2106.22
5856000 2108.02
5858000 2110.24
5860000 2114.06
5862000 2116.01
5864000 2118.46
5866000 2119.47
5868000 2116.41
5870000 2112.66
5872000 2114.75
5874000 2112.14
5876000 2114.25
5878000 2114.9
5880000 2121.39
5882000 2122.75
5884000 2120.18
5886000 2117.28
5888000 2119.46
5890000 2118.52
5892000 2122.96
5894000 2126.37
5896000 2127.36
5898000 2129.46
5900000 2128.87
5902000 2128.81
5904000 2129.73
5906000 2130.31
5908000 2132.66
5910000 2129.51
5912000 2135.18
5914000 2130.36
5916000 2128.62
5918000 2124.4
5920000 2126.98
5922000 2133.52
5924000 2135.16
5926000 2132.02
5928000 2130.76
5930000 2134.19
5932000 2132.96
5934000 2130.74
5936000 2124.5
5938000 2122.51
5940000 2126.44
5942000 2134.62
5944000 2140.69
5946000 2144.64
5948000 2148.41
5950000 2147.43
5952000 2143.69
5954000 2144.82
5956000 2145.39
5958000 2145.44
5960000 2145.37
5962000 2143.52
5964000 2142.11
5966000 2147.18
5968000 2153.86
5970000 2154.7
5972000 2151.24
5974000 2151.75
5976000 2148.86
5978000 2152.11
5980000 2151.6
5982000 2151.23
5984000 2151.53
5986000 2149.21
5988000 2148.1
5990000 2147.86
5992000 2146.85
5994000 2145.65
5996000 2144.04
5998000 2146.63
6000000 2144.61
6002000 2140
6004000 2142.86
6006000 2145.61
6008000 2148.77
6010000 2149.92
6012000 2152.27
6014000 2152.87
6016000 2157.14
6018000 2162.31
6020000 2163.24
6022000 2165.52
6024000 2167.56
6026000 2165.14
6028000 2166.32
6030000 2162.05
6032000 2161.32
6034000 2164.91
6036000 2166.11
6038000 2170.06
6040000 2169.14
6042000 2172.91
6044000 2165.46
6046000 2168.73
6048000 2168.35
6050000 2161.04
6052000 2158.63
6054000 2167.51
6056000 2166.8
6058000 2166.84
6060000 2170.41
6062000 2171.33
6064000 2174.15
6066000 2173.43
6068000 2173.27
6070000 2177.86
6072000 2183.67
6074000 2183.66
6076000 2182.47
6078000 2181.25
6080000 2187.41
6082000 2189.81
6084000 2186.89
6086000 2190.29
6088000 2188.79
6090000 2185.01
6092000 2188.21
6094000 2191.69
6096000 2187.47
6098000 2185.78
6100000 2184.77
6102000 2189.06
6104000 2189.83
6106000 2186.43
6108000 2184.24
6110000 2190.97
6112000 2191.79
6114000 2199.68
6116000 2202.08
6118000 2202.16
6120000 2202.63
6122000 2205.43
6124000 2206.49
6126000 2206.6
6128000 2210.29
6130000 2207.51
6132000 2205.8
6134000 2202.17
6136000 2199.53
6138000 2204.38
6140000 2210.54
6142000 2208.51
6144000 2208.72
6146000 2215
6148000 2214.43
6150000 2207.44
6152000 2207.79
6154000 2209.31
6156000 2209.73
6158000 2206.12
6160000 2210.29
6162000 2205.87
6164000 2210.01
6166000 2211.25
6168000 2221.16
6170000 2222.48
6172000 2222.19
6174000 2224.83
6176000 2233.08
6178000 2238.78
6180000 2243.04
6182000 2245.66
6184000 2241.61
6186000 2244.84
6188000 2244.48
6190000 2244.98
6192000 2246.03
6194000 2249.23
6196000 2252.58
6198000 2250.72
6200000 2248.74
6202000 2250.29
6204000 2252.87
6206000 2252.77
6208000 2255.6
6210000 2256.36
6212000 2258.75
6214000 2256.33
6216000 2259.03
6218000 2263.67
6220000 2262.66
6222000 2270.32
6224000 2269.16
6226000 2263.09
6228000 2264.58
6230000 2267.39
6232000 2271.3
6234000 2274.47
6236000 2273.48
6238000 2280.75
6240000 2277.25
6242000 2272.06
6244000 2271.09
6246000 2269.27
6248000 2274.29
6250000 2275.26
6252000 2271.92
6254000 2273.19
6256000 2275.99
6258000 2278.74
6260000 2274.56
6262000 2281.87
6264000 2281.88
6266000 2285.78
6268000 2290.93
6270000 2294.06
6272000 2297.73
6274000 2298.6
6276000 2297.34
6278000 2297.68
6280000 2295.68
6282000 2296.02
6284000 2296.02
6286000 2290.32
6288000 2292.57
6290000 2298.59
6292000 2298.19
6294000 2296.97
6296000 2295.17
6298000 2301.03
6300000 2305.24
6302000 2300.14
6304000 2300.41
6306000 2303.19
6308000 2298.47
6310000 2303.34
6312000 2311.32
6314000 2311.94
6316000 2316.2
6318000 2312.96
6320000 2310.43
6322000 2316.69
6324000 2317.01
6326000 2318.56
6328000 2317.28
6330000 2316.22
6332000 2311.6
6334000 2310.89
6336000 2313.65
6338000 2310.05
6340000 2308.66
6342000 2306.95
6344000 2310.55
6346000 2309.83
6348000 2311.21
6350000 2312.22
6352000 2307.37
6354000 2305.37
6356000 2307.54
6358000 2307.76
6360000 2308.15
6362000 2310.97
6364000 2309.25
6366000 2303.93
6368000 2304.79
6370000 2307.76
6372000 2316.47
6374000 2314.71
6376000 2307.59
6378000 2306.05
6380000 2309.11
6382000 2307.37
6384000 2304.36
6386000 2306.77
6388000 2309.7
6390000 2312.57
6392000 2314.51
6394000 2317.03
6396000 2320.75
6398000 2317.1
6400000 2315.84
6402000 2318.27
6404000 2322.02
6406000 2321.34
6408000 2324.35
6410000 2322.64
6412000 2318.01
6414000 2320.83
6416000 2318.6
6418000 2320.59
6420000 2319.17
6422000 2320.84
6424000 2318.27
6426000 2320.29
6428000 2320.36
6430000 2323.12
6432000 2327.63
6434000 2329.47
6436000 2331.42
6438000 2334.33
6440000 2335.19
6442000 2334.52
6444000 2333.37
6446000 2334.92
6448000 2334.53
6450000 2341.26
6452000 2339.85
6454000 2341.18
6456000 2346.76
6458000 2350.65
6460000 2346.58
6462000 2347.62
6464000 2347.17
6466000 2346.56
6468000 2348.95
6470000 2347.69
6472000 2343.47
6474000 2344.45
6476000 2346.62
6478000 2344.5
6480000 2346.98
6482000 2345.69
6484000 2350.44
6486000 2358.9
6488000 2355.47
6490000 2352.46
6492000 2354.05
6494000 2358.61
6496000 2358.59
6498000 2358.67
6500000 2360.18
6502000 2359.57
6504000 2354.88
6506000 2352.76
6508000 2349.75
6510000 2353
6512000 2352.82
6514000 2356.58
6516000 2356.46
6518000 2355.48
6520000 2353.55
6522000 2359.12
6524000 2361.49
6526000 2358.63
6528000 2366.39
6530000 2364.45
6532000 2362.02
6534000 2368.2
6536000 2371.79
6538000 2368.94
6540000 2372.14
6542000 2370.98
6544000 2367.88
6546000 2370.37
6548000 2370.15
6550000 2376.24
6552000 2378.45
6554000 2372.74
6556000 2369.8
6558000 2374.31
6560000 2372.27
6562000 2375.13
