# Time-averaged data for fix avgdeltasq
# TimeStep v_deltasqxy v_deltasqxz v_deltasqyz v_deltasqxx v_deltasqyy v_deltasqzz
3096000 1.14434e+11 1.01003e+11 9.30831e+10 1.01944e+11 1.03798e+11 1.06068e+11
3098000 1.14384e+11 1.00959e+11 9.30362e+10 1.02207e+11 1.04191e+11 1.06011e+11
3100000 1.14311e+11 1.00895e+11 9.29863e+10 1.02152e+11 1.04132e+11 1.05942e+11
3102000 1.14277e+11 1.00848e+11 9.2958e+10 1.02086e+11 1.04159e+11 1.05975e+11
3104000 1.1424e+11 1.00901e+11 9.29034e+10 1.02032e+11 1.04221e+11 1.05969e+11
3106000 1.14168e+11 1.00892e+11 9.28791e+10 1.01984e+11 1.04174e+11 1.05901e+11
3108000 1.14095e+11 1.0088e+11 9.28592e+10 1.01921e+11 1.04145e+11 1.05854e+11
3110000 1.14021e+11 1.00818e+11 9.28772e+10 1.01883e+11 1.04173e+11 1.05806e+11
3112000 1.13959e+11 1.01197e+11 9.28815e+10 1.0184e+11 1.0419e+11 1.05933e+11
3114000 1.13888e+11 1.01437e+11 9.28413e+10 1.01868e+11 1.04306e+11 1.05879e+11
3116000 1.13837e+11 1.0144e+11 9.27848e+10 1.01895e+11 1.04412e+11 1.05824e+11
3118000 1.13779e+11 1.01447e+11 9.27254e+10 1.01913e+11 1.04372e+11 1.05772e+11
3120000 1.13709e+11 1.01442e+11 9.27487e+10 1.01864e+11 1.04306e+11 1.05723e+11
3122000 1.1364e+11 1.01403e+11 9.27629e+10 1.01805e+11 1.0424e+11 1.05657e+11
3124000 1.13614e+11 1.01404e+11 9.2782e+10 1.01909e+11 1.04232e+11 1.05618e+11
3126000 1.13656e+11 1.01457e+11 9.27422e+10 1.01849e+11 1.04166e+11 1.05553e+11
3128000 1.13651e+11 1.01488e+11 9.26847e+10 1.01784e+11 1.04103e+11 1.05487e+11
3130000 1.13609e+11 1.01606e+11 9.27174e+10 1.01721e+11 1.04047e+11 1.05423e+11
3132000 1.13603e+11 1.01542e+11 9.26662e+10 1.01657e+11 1.04027e+11 1.05394e+11
3134000 1.13585e+11 1.01506e+11 9.26149e+10 1.01608e+11 1.03966e+11 1.05329e+11
3136000 1.13618e+11 1.01441e+11 9.2611e+10 1.01558e+11 1.03983e+11 1.0529e+11
3138000 1.13547e+11 1.01386e+11 9.25673e+10 1.0155e+11 1.0411e+11 1.05263e+11
3140000 1.13476e+11 1.01357e+11 9.25789e+10 1.0151e+11 1.0405e+11 1.05202e+11
3142000 1.13417e+11 1.0136e+11 9.25291e+10 1.01492e+11 1.03992e+11 1.05152e+11
3144000 1.13397e+11 1.01297e+11 9.24827e+10 1.01463e+11 1.04021e+11 1.051e+11
3146000 1.13394e+11 1.01233e+11 9.24632e+10 1.0144e+11 1.04002e+11 1.05033e+11
3148000 1.13331e+11 1.01184e+11 9.24658e+10 1.01419e+11 1.04393e+11 1.05185e+11
3150000 1.13268e+11 1.01159e+11 9.24757e+10 1.01357e+11 1.04603e+11 1.0544e+11
3152000 1.13236e+11 1.01106e+11 9.24321e+10 1.01341e+11 1.04626e+11 1.05379e+11
3154000 1.13215e+11 1.01054e+11 9.2374e+10 1.01289e+11 1.04752e+11 1.0561e+11
3156000 1.13198e+11 1.00991e+11 9.23328e+10 1.01244e+11 1.04876e+11 1.05875e+11
3158000 1.13148e+11 1.00968e+11 9.24633e+10 1.0118e+11 1.04931e+11 1.05918e+11
3160000 1.13078e+11 1.00927e+11 9.25536e+10 1.01117e+11 1.04906e+11 1.05883e+11
3162000 1.13007e+11 1.00872e+11 9.25505e+10 1.01053e+11 1.04858e+11 1.0583e+11
3164000 1.13037e+11 1.00841e+11 9.24957e+10 1.01001e+11 1.04792e+11 1.05781e+11
3166000 1.13142e+11 1.00886e+11 9.24956e+10 1.0095e+11 1.04746e+11 1.05715e+11
3168000 1.13589e+11 1.00823e+11 9.24979e+10 1.00927e+11 1.04699e+11 1.05652e+11
3170000 1.13765e+11 1.00767e+11 9.24397e+10 1.00901e+11 1.04633e+11 1.05634e+11
3172000 1.13696e+11 1.00708e+11 9.25102e+10 1.0099e+11 1.04622e+11 1.05593e+11
3174000 1.13627e+11 1.00648e+11 9.26388e+10 1.01231e+11 1.04566e+11 1.0595e+11
3176000 1.13558e+11 1.00587e+11 9.26791e+10 1.01409e+11 1.04502e+11 1.06175e+11
3178000 1.13487e+11 1.00534e+11 9.2665e+10 1.01493e+11 1.04439e+11 1.06296e+11
3180000 1.13416e+11 1.00579e+11 9.28073e+10 1.01578e+11 1.04373e+11 1.06377e+11
3182000 1.13366e+11 1.00734e+11 9.27789e+10 1.01515e+11 1.04351e+11 1.06345e+11
3184000 1.13335e+11 1.00975e+11 9.27741e+10 1.01707e+11 1.04307e+11 1.06408e+11
3186000 1.13377e+11 1.01159e+11 9.27343e+10 1.01825e+11 1.04416e+11 1.06341e+11
3188000 1.13333e+11 1.01106e+11 9.26777e+10 1.0202e+11 1.04394e+11 1.06364e+11
3190000 1.13335e+11 1.0106e+11 9.26427e+10 1.02111e+11 1.0433e+11 1.0648e+11
3192000 1.13276e+11 1.01032e+11 9.25953e+10 1.02076e+11 1.0428e+11 1.06499e+11
3194000 1.1326e+11 1.00991e+11 9.26194e+10 1.02097e+11 1.0427e+11 1.06435e+11
3196000 1.13288e+11 1.00928e+11 9.25616e+10 1.02419e+11 1.04308e+11 1.06459e+11
3198000 1.13742e+11 1.00999e+11 9.25061e+10 1.02378e+11 1.0432e+11 1.06408e+11
3200000 1.13756e+11 1.0095e+11 9.25278e+10 1.02316e+11 1.04268e+11 1.06348e+11
3202000 1.13687e+11 1.00917e+11 9.24824e+10 1.02254e+11 1.04233e+11 1.06297e+11
3204000 1.13833e+11 1.00868e+11 9.24478e+10 1.02277e+11 1.04196e+11 1.06247e+11
3206000 1.13829e+11 1.00831e+11 9.2396e+10 1.02252e+11 1.04147e+11 1.06186e+11
3208000 1.13759e+11 1.00773e+11 9.24139e+10 1.02199e+11 1.04082e+11 1.06132e+11
3210000 1.13728e+11 1.00758e+11 9.23663e+10 1.02238e+11 1.04051e+11 1.06084e+11
3212000 1.13674e+11 1.00782e+11 9.23494e+10 1.02195e+11 1.04006e+11 1.06018e+11
3214000 1.13604e+11 1.00752e+11 9.23124e+10 1.02146e+11 1.03952e+11 1.05953e+11
3216000 1.13691e+11 1.00731e+11 9.2388e+10 1.02086e+11 1.04014e+11 1.05971e+11
3218000 1.13626e+11 1.00717e+11 9.2371e+10 1.02038e+11 1.03988e+11 1.06008e+11
3220000 1.13657e+11 1.00951e+11 9.23138e+10 1.01994e+11 1.03999e+11 1.0596e+11
3222000 1.13613e+11 1.01043e+11 9.24755e+10 1.01984e+11 1.03955e+11 1.05902e+11
3224000 1.13665e+11 1.01035e+11 9.26716e+10 1.01928e+11 1.03891e+11 1.05847e+11
3226000 1.13598e+11 1.01101e+11 9.27232e+10 1.0192e+11 1.0383e+11 1.05811e+11
3228000 1.13546e+11 1.01047e+11 9.28208e+10 1.01896e+11 1.03768e+11 1.05768e+11
3230000 1.13532e+11 1.00995e+11 9.27663e+10 1.01837e+11 1.03706e+11 1.05714e+11
3232000 1.13504e+11 1.0097e+11 9.27097e+10 1.01775e+11 1.03762e+11 1.0579e+11
3234000 1.13444e+11 1.01023e+11 9.27697e+10 1.0172e+11 1.03698e+11 1.05736e+11
3236000 1.13374e+11 1.01227e+11 9.27569e+10 1.01846e+11 1.04091e+11 1.0573e+11
3238000 1.13313e+11 1.01197e+11 9.27513e+10 1.01785e+11 1.04052e+11 1.05676e+11
3240000 1.13327e+11 1.01136e+11 9.26951e+10 1.01724e+11 1.04006e+11 1.05621e+11
3242000 1.13288e+11 1.01244e+11 9.27687e+10 1.01757e+11 1.03994e+11 1.05563e+11
3244000 1.1333e+11 1.01183e+11 9.27977e+10 1.01707e+11 1.04163e+11 1.05636e+11
3246000 1.13438e+11 1.01172e+11 9.28971e+10 1.01645e+11 1.04221e+11 1.05717e+11
3248000 1.13465e+11 1.01129e+11 9.29429e+10 1.01635e+11 1.04258e+11 1.05659e+11
3250000 1.1341e+11 1.01067e+11 9.28882e+10 1.02136e+11 1.04439e+11 1.05659e+11
3252000 1.13352e+11 1.0102e+11 9.28329e+10 1.02224e+11 1.05105e+11 1.05811e+11
3254000 1.1335e+11 1.01044e+11 9.2785e+10 1.02381e+11 1.05279e+11 1.05747e+11
3256000 1.13364e+11 1.00987e+11 9.2785e+10 1.02679e+11 1.05619e+11 1.05683e+11
3258000 1.13299e+11 1.00974e+11 9.2736e+10 1.02863e+11 1.0559e+11 1.05711e+11
3260000 1.13245e+11 1.00914e+11 9.29666e+10 1.02814e+11 1.05533e+11 1.05689e+11
3262000 1.13276e+11 1.00872e+11 9.2912e+10 1.02886e+11 1.05539e+11 1.06024e+11
3264000 1.13238e+11 1.00993e+11 9.29144e+10 1.02977e+11 1.05579e+11 1.06472e+11
3266000 1.13205e+11 1.00963e+11 9.29467e+10 1.03259e+11 1.05515e+11 1.06729e+11
3268000 1.13138e+11 1.01384e+11 9.29185e+10 1.03196e+11 1.05457e+11 1.06669e+11
3270000 1.13192e+11 1.01712e+11 9.31447e+10 1.03151e+11 1.05393e+11 1.06618e+11
3272000 1.1315e+11 1.01904e+11 9.31252e+10 1.03107e+11 1.05335e+11 1.06599e+11
3274000 1.1309e+11 1.02192e+11 9.31386e+10 1.0307e+11 1.05342e+11 1.06545e+11
3276000 1.13021e+11 1.02202e+11 9.31228e+10 1.03152e+11 1.05323e+11 1.06831e+11
3278000 1.1303e+11 1.0214e+11 9.317e+10 1.03143e+11 1.05294e+11 1.06944e+11
3280000 1.12962e+11 1.02093e+11 9.32413e+10 1.031e+11 1.05342e+11 1.06918e+11
3282000 1.12949e+11 1.02138e+11 9.31985e+10 1.03043e+11 1.05316e+11 1.06866e+11
3284000 1.12881e+11 1.02133e+11 9.31758e+10 1.02988e+11 1.05286e+11 1.0681e+11
3286000 1.12853e+11 1.02072e+11 9.31262e+10 1.02931e+11 1.05227e+11 1.06766e+11
3288000 1.12886e+11 1.02065e+11 9.31732e+10 1.02872e+11 1.05232e+11 1.06742e+11
3290000 1.12962e+11 1.02009e+11 9.31206e+10 1.02871e+11 1.05264e+11 1.06988e+11
3292000 1.12903e+11 1.01948e+11 9.30653e+10 1.02811e+11 1.05478e+11 1.07256e+11
3294000 1.12853e+11 1.02012e+11 9.30171e+10 1.02757e+11 1.05591e+11 1.07299e+11
3296000 1.12786e+11 1.01959e+11 9.31366e+10 1.02705e+11 1.05569e+11 1.0733e+11
3298000 1.1273e+11 1.01926e+11 9.30897e+10 1.02643e+11 1.05555e+11 1.07317e+11
3300000 1.12717e+11 1.01867e+11 9.31489e+10 1.02587e+11 1.05511e+11 1.07256e+11
3302000 1.12649e+11 1.01905e+11 9.31221e+10 1.02539e+11 1.05453e+11 1.07192e+11
3304000 1.12686e+11 1.01903e+11 9.30673e+10 1.02533e+11 1.05518e+11 1.07142e+11
3306000 1.12622e+11 1.01846e+11 9.30337e+10 1.03206e+11 1.06196e+11 1.07077e+11
3308000 1.12573e+11 1.01784e+11 9.29873e+10 1.03269e+11 1.06202e+11 1.07021e+11
3310000 1.12542e+11 1.01724e+11 9.29337e+10 1.03235e+11 1.06138e+11 1.06984e+11
3312000 1.12481e+11 1.01665e+11 9.29368e+10 1.03186e+11 1.06075e+11 1.06925e+11
3314000 1.12414e+11 1.01702e+11 9.29317e+10 1.03133e+11 1.06031e+11 1.06863e+11
3316000 1.1235e+11 1.0166e+11 9.30075e+10 1.03089e+11 1.05993e+11 1.06886e+11
3318000 1.12288e+11 1.01609e+11 9.29581e+10 1.03051e+11 1.05932e+11 1.06864e+11
3320000 1.12239e+11 1.01548e+11 9.31383e+10 1.03005e+11 1.0596e+11 1.0683e+11
3322000 1.12183e+11 1.01492e+11 9.30861e+10 1.02944e+11 1.05961e+11 1.06818e+11
3324000 1.12151e+11 1.0147e+11 9.30563e+10 1.02884e+11 1.06097e+11 1.07002e+11
3326000 1.12092e+11 1.01441e+11 9.30565e+10 1.02885e+11 1.06266e+11 1.06991e+11
3328000 1.12045e+11 1.01591e+11 9.30761e+10 1.02838e+11 1.06268e+11 1.06946e+11
3330000 1.11978e+11 1.01719e+11 9.30217e+10 1.0279e+11 1.0621e+11 1.06884e+11
3332000 1.11997e+11 1.01662e+11 9.2984e+10 1.02733e+11 1.06181e+11 1.06882e+11
3334000 1.11932e+11 1.01605e+11 9.30279e+10 1.02672e+11 1.06121e+11 1.06824e+11
3336000 1.11879e+11 1.0173e+11 9.29762e+10 1.02631e+11 1.06147e+11 1.06958e+11
3338000 1.1214e+11 1.01675e+11 9.29478e+10 1.02575e+11 1.06106e+11 1.06943e+11
3340000 1.12153e+11 1.01621e+11 9.28922e+10 1.02525e+11 1.06094e+11 1.06894e+11
3342000 1.12087e+11 1.02137e+11 9.28444e+10 1.02473e+11 1.06062e+11 1.06906e+11
3344000 1.12021e+11 1.02145e+11 9.28632e+10 1.02412e+11 1.06001e+11 1.06844e+11
3346000 1.11961e+11 1.02084e+11 9.28203e+10 1.02351e+11 1.05979e+11 1.06814e+11
3348000 1.119e+11 1.02024e+11 9.29533e+10 1.02413e+11 1.05982e+11 1.06759e+11
3350000 1.11842e+11 1.02007e+11 9.29288e+10 1.02355e+11 1.0592e+11 1.06701e+11
3352000 1.11839e+11 1.02005e+11 9.30732e+10 1.02296e+11 1.0586e+11 1.06638e+11
3354000 1.1186e+11 1.02055e+11 9.30177e+10 1.02246e+11 1.06088e+11 1.06761e+11
3356000 1.11842e+11 1.02214e+11 9.29799e+10 1.02188e+11 1.06196e+11 1.06916e+11
3358000 1.11829e+11 1.02169e+11 9.29856e+10 1.02154e+11 1.06196e+11 1.0686e+11
3360000 1.11768e+11 1.02126e+11 9.29535e+10 1.02148e+11 1.06159e+11 1.06801e+11
3362000 1.11706e+11 1.02138e+11 9.2913e+10 1.02109e+11 1.06099e+11 1.06778e+11
3364000 1.11846e+11 1.02106e+11 9.28582e+10 1.0215e+11 1.06044e+11 1.0688e+11
3366000 1.1179e+11 1.02047e+11 9.28048e+10 1.02089e+11 1.06092e+11 1.06915e+11
3368000 1.11802e+11 1.01987e+11 9.28627e+10 1.02042e+11 1.06118e+11 1.0702e+11
3370000 1.11764e+11 1.01951e+11 9.28093e+10 1.02174e+11 1.06075e+11 1.07046e+11
3372000 1.11843e+11 1.01891e+11 9.27687e+10 1.02113e+11 1.06013e+11 1.06984e+11
3374000 1.12026e+11 1.0185e+11 9.27138e+10 1.02054e+11 1.05965e+11 1.06928e+11
3376000 1.12116e+11 1.01895e+11 9.27039e+10 1.01998e+11 1.05964e+11 1.06899e+11
3378000 1.12054e+11 1.01896e+11 9.2657e+10 1.0194e+11 1.05979e+11 1.06943e+11
3380000 1.12065e+11 1.01887e+11 9.26049e+10 1.01898e+11 1.06207e+11 1.07043e+11
3382000 1.12001e+11 1.01912e+11 9.25534e+10 1.01838e+11 1.06443e+11 1.07278e+11
3384000 1.11942e+11 1.01884e+11 9.2524e+10 1.01783e+11 1.06564e+11 1.07468e+11
3386000 1.11907e+11 1.01827e+11 9.24932e+10 1.01753e+11 1.06555e+11 1.07568e+11
3388000 1.11843e+11 1.01773e+11 9.24514e+10 1.01694e+11 1.06519e+11 1.07521e+11
3390000 1.11781e+11 1.01742e+11 9.2397e+10 1.01635e+11 1.06487e+11 1.07495e+11
3392000 1.11722e+11 1.01819e+11 9.23508e+10 1.01577e+11 1.06424e+11 1.07436e+11
3394000 1.11656e+11 1.0176e+11 9.23031e+10 1.01518e+11 1.06484e+11 1.07492e+11
3396000 1.1161e+11 1.01707e+11 9.22589e+10 1.01543e+11 1.06457e+11 1.0744e+11
3398000 1.11555e+11 1.01659e+11 9.24192e+10 1.01605e+11 1.06544e+11 1.07378e+11
3400000 1.11494e+11 1.01741e+11 9.27827e+10 1.01549e+11 1.06483e+11 1.07315e+11
3402000 1.11444e+11 1.01682e+11 9.28237e+10 1.01513e+11 1.06433e+11 1.07254e+11
3404000 1.11379e+11 1.01623e+11 9.27869e+10 1.01454e+11 1.06435e+11 1.07245e+11
3406000 1.11349e+11 1.0159e+11 9.28077e+10 1.01746e+11 1.06594e+11 1.07197e+11
3408000 1.11288e+11 1.01568e+11 9.27727e+10 1.02093e+11 1.06643e+11 1.07226e+11
3410000 1.11303e+11 1.01675e+11 9.27214e+10 1.02187e+11 1.0673e+11 1.07163e+11
3412000 1.11246e+11 1.0162e+11 9.26753e+10 1.02132e+11 1.06674e+11 1.07121e+11
3414000 1.1123e+11 1.01568e+11 9.2665e+10 1.02081e+11 1.06611e+11 1.07066e+11
3416000 1.11195e+11 1.01508e+11 9.26228e+10 1.02022e+11 1.06556e+11 1.07006e+11
3418000 1.11133e+11 1.01621e+11 9.2611e+10 1.02145e+11 1.0659e+11 1.06957e+11
3420000 1.11401e+11 1.01562e+11 9.25628e+10 1.02159e+11 1.06567e+11 1.069e+11
3422000 1.11339e+11 1.01521e+11 9.25158e+10 1.02161e+11 1.06513e+11 1.06862e+11
3424000 1.11441e+11 1.01559e+11 9.24686e+10 1.02162e+11 1.0647e+11 1.06811e+11
3426000 1.11439e+11 1.01504e+11 9.25901e+10 1.02148e+11 1.06494e+11 1.06755e+11
3428000 1.11379e+11 1.01548e+11 9.25598e+10 1.02096e+11 1.06487e+11 1.06716e+11
3430000 1.11351e+11 1.01495e+11 9.25317e+10 1.02037e+11 1.0643e+11 1.06667e+11
3432000 1.11286e+11 1.01476e+11 9.24868e+10 1.01995e+11 1.0643e+11 1.0662e+11
3434000 1.11416e+11 1.01426e+11 9.24337e+10 1.02212e+11 1.06481e+11 1.06594e+11
3436000 1.11395e+11 1.01389e+11 9.23939e+10 1.02154e+11 1.06454e+11 1.06581e+11
3438000 1.11376e+11 1.0136e+11 9.23781e+10 1.02109e+11 1.06402e+11 1.06519e+11
3440000 1.11314e+11 1.01344e+11 9.2471e+10 1.02113e+11 1.06431e+11 1.0646e+11
3442000 1.1127e+11 1.01335e+11 9.24715e+10 1.02105e+11 1.06397e+11 1.06553e+11
3444000 1.1121e+11 1.01276e+11 9.25558e+10 1.02046e+11 1.06405e+11 1.06564e+11
3446000 1.11193e+11 1.01218e+11 9.26749e+10 1.02033e+11 1.06356e+11 1.0661e+11
3448000 1.11161e+11 1.01199e+11 9.27747e+10 1.02181e+11 1.06373e+11 1.06578e+11
3450000 1.11142e+11 1.01179e+11 9.2744e+10 1.02124e+11 1.06312e+11 1.06518e+11
3452000 1.11083e+11 1.01505e+11 9.27006e+10 1.02072e+11 1.06384e+11 1.06536e+11
3454000 1.11027e+11 1.01472e+11 9.27246e+10 1.02159e+11 1.06559e+11 1.06485e+11
3456000 1.11024e+11 1.01492e+11 9.27204e+10 1.02275e+11 1.06549e+11 1.0646e+11
3458000 1.11012e+11 1.01497e+11 9.2745e+10 1.0225e+11 1.06497e+11 1.06406e+11
3460000 1.10949e+11 1.01546e+11 9.28234e+10 1.02271e+11 1.06438e+11 1.06452e+11
3462000 1.10889e+11 1.01728e+11 9.27797e+10 1.023e+11 1.06676e+11 1.06453e+11
3464000 1.10837e+11 1.0167e+11 9.27408e+10 1.02325e+11 1.06646e+11 1.06405e+11
3466000 1.10773e+11 1.01664e+11 9.26916e+10 1.02488e+11 1.06686e+11 1.06367e+11
3468000 1.1103e+11 1.01632e+11 9.26387e+10 1.02431e+11 1.06706e+11 1.06365e+11
3470000 1.11435e+11 1.01593e+11 9.26067e+10 1.0238e+11 1.06666e+11 1.0636e+11
3472000 1.11401e+11 1.01547e+11 9.25713e+10 1.02566e+11 1.06605e+11 1.06542e+11
3474000 1.11343e+11 1.01811e+11 9.25257e+10 1.02671e+11 1.06548e+11 1.06597e+11
3476000 1.11279e+11 1.01801e+11 9.24737e+10 1.02643e+11 1.06501e+11 1.06624e+11
3478000 1.1132e+11 1.01744e+11 9.24282e+10 1.02621e+11 1.06457e+11 1.06567e+11
3480000 1.11361e+11 1.01787e+11 9.25079e+10 1.02583e+11 1.0641e+11 1.06506e+11
3482000 1.113e+11 1.0176e+11 9.24612e+10 1.02534e+11 1.06372e+11 1.06448e+11
3484000 1.11267e+11 1.01721e+11 9.29112e+10 1.02658e+11 1.06409e+11 1.064e+11
3486000 1.11205e+11 1.01887e+11 9.29031e+10 1.02654e+11 1.06437e+11 1.06624e+11
3488000 1.11179e+11 1.01844e+11 9.28508e+10 1.02688e+11 1.0638e+11 1.06622e+11
3490000 1.11207e+11 1.01872e+11 9.28495e+10 1.02643e+11 1.06358e+11 1.06659e+11
3492000 1.11286e+11 1.01841e+11 9.27966e+10 1.0259e+11 1.06298e+11 1.06601e+11
3494000 1.11254e+11 1.01904e+11 9.27763e+10 1.02574e+11 1.06274e+11 1.06701e+11
3496000 1.11384e+11 1.01948e+11 9.27339e+10 1.02699e+11 1.06214e+11 1.06802e+11
3498000 1.11466e+11 1.01952e+11 9.27105e+10 1.02643e+11 1.06157e+11 1.06741e+11
3500000 1.11599e+11 1.01918e+11 9.26582e+10 1.02608e+11 1.06101e+11 1.06729e+11
3502000 1.11669e+11 1.01866e+11 9.26321e+10 1.02554e+11 1.06122e+11 1.06715e+11
3504000 1.11717e+11 1.01821e+11 9.26239e+10 1.02509e+11 1.06061e+11 1.0667e+11
3506000 1.1166e+11 1.01816e+11 9.26264e+10 1.02451e+11 1.06008e+11 1.0662e+11
3508000 1.11657e+11 1.01852e+11 9.26009e+10 1.02525e+11 1.05951e+11 1.06736e+11
3510000 1.1167e+11 1.01831e+11 9.26309e+10 1.02473e+11 1.05896e+11 1.06697e+11
3512000 1.11612e+11 1.01814e+11 9.25801e+10 1.02463e+11 1.05848e+11 1.06745e+11
3514000 1.11549e+11 1.01811e+11 9.26253e+10 1.02405e+11 1.05897e+11 1.06803e+11
3516000 1.11492e+11 1.01907e+11 9.25727e+10 1.02364e+11 1.05888e+11 1.06752e+11
3518000 1.1144e+11 1.01906e+11 9.2521e+10 1.02352e+11 1.0583e+11 1.06759e+11
3520000 1.11415e+11 1.01958e+11 9.24996e+10 1.02348e+11 1.05805e+11 1.067e+11
3522000 1.11412e+11 1.01901e+11 9.24523e+10 1.02328e+11 1.05745e+11 1.06675e+11
3524000 1.11355e+11 1.01844e+11 9.24001e+10 1.0228e+11 1.05685e+11 1.06625e+11
3526000 1.11308e+11 1.01859e+11 9.23488e+10 1.02235e+11 1.05636e+11 1.06564e+11
3528000 1.11369e+11 1.01828e+11 9.23041e+10 1.02411e+11 1.05729e+11 1.06512e+11
3530000 1.11416e+11 1.01807e+11 9.22779e+10 1.02366e+11 1.05708e+11 1.06459e+11
3532000 1.11491e+11 1.0179e+11 9.22627e+10 1.02309e+11 1.05674e+11 1.06417e+11
3534000 1.1146e+11 1.01764e+11 9.22381e+10 1.02251e+11 1.05628e+11 1.06372e+11
3536000 1.11399e+11 1.01822e+11 9.22546e+10 1.02269e+11 1.05569e+11 1.06392e+11
3538000 1.11362e+11 1.01768e+11 9.22026e+10 1.02236e+11 1.05511e+11 1.06346e+11
3540000 1.11502e+11 1.01737e+11 9.21535e+10 1.02184e+11 1.05455e+11 1.06286e+11
3542000 1.11521e+11 1.01682e+11 9.25195e+10 1.02128e+11 1.054e+11 1.06234e+11
3544000 1.11492e+11 1.0163e+11 9.28358e+10 1.02071e+11 1.05356e+11 1.062e+11
3546000 1.11598e+11 1.0158e+11 9.2801e+10 1.0206e+11 1.05301e+11 1.0616e+11
3548000 1.11545e+11 1.01523e+11 9.27658e+10 1.02004e+11 1.05244e+11 1.06101e+11
3550000 1.11602e+11 1.01468e+11 9.27216e+10 1.01955e+11 1.05187e+11 1.06042e+11
3552000 1.116e+11 1.01421e+11 9.26703e+10 1.01904e+11 1.05128e+11 1.05988e+11
3554000 1.11573e+11 1.01386e+11 9.27259e+10 1.01853e+11 1.05069e+11 1.05938e+11
3556000 1.11511e+11 1.01344e+11 9.27141e+10 1.01875e+11 1.05011e+11 1.0598e+11
3558000 1.11453e+11 1.01292e+11 9.27538e+10 1.0182e+11 1.04954e+11 1.0592e+11
3560000 1.11412e+11 1.01242e+11 9.28011e+10 1.01819e+11 1.04895e+11 1.05917e+11
3562000 1.1135e+11 1.01186e+11 9.27491e+10 1.01784e+11 1.04843e+11 1.05861e+11
3564000 1.11586e+11 1.01181e+11 9.26977e+10 1.01753e+11 1.04882e+11 1.05824e+11
3566000 1.11539e+11 1.01125e+11 9.26459e+10 1.01696e+11 1.04853e+11 1.05796e+11
3568000 1.11497e+11 1.01166e+11 9.26354e+10 1.01647e+11 1.0486e+11 1.05764e+11
3570000 1.11465e+11 1.0111e+11 9.26782e+10 1.01602e+11 1.04889e+11 1.05869e+11
3572000 1.11457e+11 1.01053e+11 9.26656e+10 1.01607e+11 1.04881e+11 1.0581e+11
3574000 1.11412e+11 1.01011e+11 9.26511e+10 1.01552e+11 1.04835e+11 1.05756e+11
3576000 1.11493e+11 1.01026e+11 9.2782e+10 1.01504e+11 1.04785e+11 1.05733e+11
3578000 1.11492e+11 1.01029e+11 9.28528e+10 1.01455e+11 1.04814e+11 1.05718e+11
3580000 1.11487e+11 1.00992e+11 9.28277e+10 1.01411e+11 1.04775e+11 1.0566e+11
3582000 1.11448e+11 1.00984e+11 9.29328e+10 1.01354e+11 1.04724e+11 1.05607e+11
3584000 1.11387e+11 1.00976e+11 9.2881e+10 1.01308e+11 1.04754e+11 1.05586e+11
3586000 1.11326e+11 1.00921e+11 9.29787e+10 1.01342e+11 1.04704e+11 1.05681e+11
3588000 1.11273e+11 1.00865e+11 9.29564e+10 1.01435e+11 1.04706e+11 1.05642e+11
3590000 1.11212e+11 1.00893e+11 9.29694e+10 1.0138e+11 1.04667e+11 1.05593e+11
3592000 1.11184e+11 1.00844e+11 9.30735e+10 1.01408e+11 1.04608e+11 1.05625e+11
3594000 1.11133e+11 1.0084e+11 9.30945e+10 1.01462e+11 1.04566e+11 1.05609e+11
3596000 1.11127e+11 1.0091e+11 9.30513e+10 1.01543e+11 1.04508e+11 1.05691e+11
3598000 1.11077e+11 1.00854e+11 9.30267e+10 1.01514e+11 1.04455e+11 1.05641e+11
3600000 1.11045e+11 1.00801e+11 9.30008e+10 1.01458e+11 1.04475e+11 1.05659e+11
3602000 1.11015e+11 1.00874e+11 9.31285e+10 1.01421e+11 1.0444e+11 1.056e+11
3604000 1.10982e+11 1.00833e+11 9.30881e+10 1.01483e+11 1.044e+11 1.05585e+11
3606000 1.11015e+11 1.00837e+11 9.30383e+10 1.01525e+11 1.04355e+11 1.05567e+11
3608000 1.11229e+11 1.00789e+11 9.30288e+10 1.01471e+11 1.04323e+11 1.05521e+11
3610000 1.11235e+11 1.00992e+11 9.29796e+10 1.01415e+11 1.04351e+11 1.05543e+11
3612000 1.11253e+11 1.01023e+11 9.29321e+10 1.01382e+11 1.04409e+11 1.0552e+11
3614000 1.11309e+11 1.00975e+11 9.28814e+10 1.01574e+11 1.04354e+11 1.05764e+11
3616000 1.11416e+11 1.0113e+11 9.28335e+10 1.01534e+11 1.04362e+11 1.05855e+11
3618000 1.11377e+11 1.0112e+11 9.27823e+10 1.0148e+11 1.04351e+11 1.05862e+11
3620000 1.11487e+11 1.01065e+11 9.27311e+10 1.01433e+11 1.04301e+11 1.05803e+11
3622000 1.11501e+11 1.01146e+11 9.29279e+10 1.01378e+11 1.0426e+11 1.0577e+11
3624000 1.11451e+11 1.011e+11 9.28878e+10 1.0146e+11 1.04261e+11 1.05729e+11
3626000 1.11619e+11 1.01045e+11 9.28536e+10 1.01409e+11 1.04267e+11 1.05775e+11
3628000 1.11618e+11 1.0105e+11 9.28901e+10 1.01398e+11 1.04272e+11 1.05718e+11
3630000 1.11594e+11 1.01004e+11 9.2929e+10 1.01389e+11 1.04369e+11 1.05692e+11
