# Time-averaged data for fix avgdeltasq
# TimeStep v_deltasqxy v_deltasqxz v_deltasqyz v_deltasqxx v_deltasqyy v_deltasqzz
538000 1.15182e+11 9.01513e+10 9.73583e+10 1.11812e+11 1.12813e+11 1.18269e+11
540000 1.1476e+11 8.99191e+10 9.69994e+10 1.12851e+11 1.1357e+11 1.17847e+11
542000 1.14495e+11 9.02593e+10 9.66726e+10 1.12859e+11 1.13158e+11 1.17746e+11
544000 1.14142e+11 9.02134e+10 9.66049e+10 1.12752e+11 1.12753e+11 1.17745e+11
546000 1.14481e+11 8.98863e+10 9.71302e+10 1.13471e+11 1.12898e+11 1.17416e+11
548000 1.14377e+11 9.00537e+10 9.7789e+10 1.17572e+11 1.13235e+11 1.18576e+11
550000 1.13995e+11 8.97363e+10 9.77379e+10 1.20057e+11 1.13405e+11 1.19039e+11
552000 1.14297e+11 8.96921e+10 9.82379e+10 1.19742e+11 1.13013e+11 1.18654e+11
554000 1.1456e+11 8.94146e+10 9.821e+10 1.19331e+11 1.13053e+11 1.18508e+11
556000 1.14722e+11 8.92845e+10 9.85171e+10 1.18968e+11 1.12679e+11 1.1809e+11
558000 1.15013e+11 8.91548e+10 9.81934e+10 1.18892e+11 1.1239e+11 1.17732e+11
560000 1.14843e+11 8.91114e+10 9.7853e+10 1.18524e+11 1.12441e+11 1.18134e+11
562000 1.14808e+11 8.88576e+10 9.79382e+10 1.18489e+11 1.12136e+11 1.18574e+11
564000 1.1485e+11 8.87157e+10 9.76903e+10 1.18257e+11 1.12703e+11 1.18455e+11
566000 1.14522e+11 8.87204e+10 9.78859e+10 1.18081e+11 1.12307e+11 1.18293e+11
568000 1.14197e+11 8.84092e+10 9.75496e+10 1.17766e+11 1.12148e+11 1.1852e+11
570000 1.14012e+11 8.81043e+10 9.72505e+10 1.17396e+11 1.11861e+11 1.1812e+11
572000 1.13658e+11 8.78432e+10 9.70364e+10 1.17237e+11 1.12404e+11 1.17925e+11
574000 1.13263e+11 8.77144e+10 9.67284e+10 1.17296e+11 1.12664e+11 1.17531e+11
576000 1.12907e+11 8.74206e+10 9.63973e+10 1.16891e+11 1.12304e+11 1.17166e+11
578000 1.12837e+11 8.71201e+10 9.60784e+10 1.16578e+11 1.11922e+11 1.16901e+11
580000 1.13358e+11 8.68582e+10 9.57522e+10 1.17264e+11 1.11673e+11 1.16952e+11
582000 1.13544e+11 8.68743e+10 9.56213e+10 1.1709e+11 1.11337e+11 1.16621e+11
584000 1.13929e+11 8.70029e+10 9.56853e+10 1.16902e+11 1.10979e+11 1.16321e+11
586000 1.13564e+11 8.67402e+10 9.55896e+10 1.16532e+11 1.10605e+11 1.15935e+11
588000 1.13543e+11 8.66382e+10 9.53678e+10 1.16142e+11 1.10262e+11 1.15553e+11
590000 1.13266e+11 8.63457e+10 9.53159e+10 1.1597e+11 1.09912e+11 1.15265e+11
592000 1.12884e+11 8.68378e+10 9.51761e+10 1.15625e+11 1.10162e+11 1.15205e+11
594000 1.12917e+11 8.69222e+10 9.5617e+10 1.15331e+11 1.10654e+11 1.15206e+11
596000 1.12627e+11 8.66386e+10 9.53166e+10 1.15442e+11 1.10394e+11 1.15892e+11
598000 1.12252e+11 8.65083e+10 9.50205e+10 1.16172e+11 1.10034e+11 1.16438e+11
600000 1.11977e+11 8.62299e+10 9.52635e+10 1.15886e+11 1.09838e+11 1.16581e+11
602000 1.11798e+11 8.63079e+10 9.49751e+10 1.15541e+11 1.09913e+11 1.16412e+11
604000 1.11633e+11 8.60285e+10 9.46626e+10 1.15215e+11 1.0974e+11 1.16068e+11
606000 1.11328e+11 8.57474e+10 9.4383e+10 1.14875e+11 1.09397e+11 1.15797e+11
608000 1.10984e+11 8.5874e+10 9.40749e+10 1.14534e+11 1.09296e+11 1.1552e+11
610000 1.10873e+11 8.83353e+10 9.46679e+10 1.1429e+11 1.09e+11 1.15155e+11
612000 1.10578e+11 8.90321e+10 9.71467e+10 1.13936e+11 1.08646e+11 1.14792e+11
614000 1.10228e+11 8.89941e+10 9.94508e+10 1.14604e+11 1.08597e+11 1.14639e+11
616000 1.10205e+11 8.93953e+10 9.99015e+10 1.14244e+11 1.08335e+11 1.1443e+11
618000 1.10106e+11 8.91082e+10 9.99242e+10 1.13875e+11 1.08296e+11 1.1438e+11
620000 1.10069e+11 8.88453e+10 9.9603e+10 1.13972e+11 1.08205e+11 1.14042e+11
622000 1.0973e+11 8.85617e+10 9.9414e+10 1.1501e+11 1.08686e+11 1.13752e+11
624000 1.09615e+11 8.83344e+10 1.01055e+11 1.14728e+11 1.08341e+11 1.13504e+11
626000 1.09838e+11 8.81538e+10 1.00738e+11 1.14363e+11 1.08177e+11 1.1334e+11
628000 1.10766e+11 8.79385e+10 1.00554e+11 1.14074e+11 1.08233e+11 1.1311e+11
630000 1.10655e+11 8.77082e+10 1.01328e+11 1.13821e+11 1.07909e+11 1.12966e+11
632000 1.10459e+11 8.76122e+10 1.01009e+11 1.14301e+11 1.07575e+11 1.133e+11
634000 1.10172e+11 8.73766e+10 1.0071e+11 1.14442e+11 1.07721e+11 1.12943e+11
636000 1.10296e+11 8.73028e+10 1.0121e+11 1.14806e+11 1.08908e+11 1.12737e+11
638000 1.10036e+11 8.7325e+10 1.01519e+11 1.14943e+11 1.08594e+11 1.12679e+11
640000 1.09702e+11 8.7392e+10 1.01202e+11 1.14896e+11 1.0837e+11 1.1313e+11
642000 1.09373e+11 8.71884e+10 1.00912e+11 1.15049e+11 1.08346e+11 1.12802e+11
644000 1.09616e+11 8.79151e+10 1.00654e+11 1.14858e+11 1.08037e+11 1.12776e+11
646000 1.0968e+11 8.80831e+10 1.00349e+11 1.14509e+11 1.07805e+11 1.12581e+11
648000 1.09377e+11 8.82286e+10 1.00089e+11 1.1441e+11 1.07712e+11 1.12235e+11
650000 1.09125e+11 8.79698e+10 1.00614e+11 1.14094e+11 1.07451e+11 1.11896e+11
652000 1.0881e+11 8.77125e+10 1.00307e+11 1.13909e+11 1.07257e+11 1.11556e+11
654000 1.08498e+11 8.74581e+10 1.00438e+11 1.13847e+11 1.06995e+11 1.11294e+11
656000 1.08244e+11 8.74374e+10 1.01028e+11 1.1379e+11 1.07019e+11 1.10958e+11
658000 1.07927e+11 8.71995e+10 1.00951e+11 1.14386e+11 1.08201e+11 1.10689e+11
660000 1.07717e+11 8.69362e+10 1.01293e+11 1.14764e+11 1.08806e+11 1.10367e+11
662000 1.07419e+11 8.68142e+10 1.0114e+11 1.15758e+11 1.09189e+11 1.10134e+11
664000 1.07118e+11 8.73264e+10 1.01538e+11 1.1562e+11 1.08873e+11 1.09924e+11
666000 1.0729e+11 8.71919e+10 1.01477e+11 1.15276e+11 1.08983e+11 1.10092e+11
668000 1.07594e+11 8.69717e+10 1.01175e+11 1.16739e+11 1.11874e+11 1.09965e+11
670000 1.08186e+11 8.67656e+10 1.0102e+11 1.16393e+11 1.11545e+11 1.09647e+11
672000 1.07942e+11 8.66814e+10 1.01348e+11 1.16082e+11 1.11271e+11 1.09502e+11
674000 1.07681e+11 8.66313e+10 1.02118e+11 1.15903e+11 1.1102e+11 1.09194e+11
676000 1.07409e+11 8.7256e+10 1.01831e+11 1.1588e+11 1.10825e+11 1.08912e+11
678000 1.07171e+11 8.72749e+10 1.01571e+11 1.1554e+11 1.10512e+11 1.08598e+11
680000 1.07042e+11 8.76901e+10 1.01412e+11 1.15202e+11 1.10452e+11 1.08542e+11
682000 1.06803e+11 8.74816e+10 1.01402e+11 1.15168e+11 1.10184e+11 1.08325e+11
684000 1.06495e+11 8.74798e+10 1.01667e+11 1.15119e+11 1.09955e+11 1.08063e+11
686000 1.06676e+11 8.72646e+10 1.01808e+11 1.14785e+11 1.0976e+11 1.0786e+11
688000 1.06794e+11 8.72012e+10 1.01993e+11 1.14591e+11 1.09979e+11 1.07677e+11
690000 1.06524e+11 8.69573e+10 1.01808e+11 1.14288e+11 1.09725e+11 1.07542e+11
692000 1.06974e+11 8.68537e+10 1.01762e+11 1.15303e+11 1.09765e+11 1.07549e+11
694000 1.0682e+11 8.66777e+10 1.01856e+11 1.15004e+11 1.09621e+11 1.07296e+11
696000 1.06902e+11 8.68062e+10 1.0223e+11 1.15487e+11 1.10115e+11 1.06988e+11
698000 1.06707e+11 8.73585e+10 1.02716e+11 1.15716e+11 1.09896e+11 1.06877e+11
700000 1.06412e+11 8.72876e+10 1.02826e+11 1.15389e+11 1.09719e+11 1.06748e+11
702000 1.06148e+11 8.70642e+10 1.02742e+11 1.151e+11 1.0943e+11 1.06567e+11
704000 1.06419e+11 8.68269e+10 1.02529e+11 1.15041e+11 1.09136e+11 1.06417e+11
706000 1.06164e+11 8.70783e+10 1.0231e+11 1.16484e+11 1.09086e+11 1.06791e+11
708000 1.06096e+11 8.72625e+10 1.02023e+11 1.18392e+11 1.09416e+11 1.06976e+11
710000 1.06118e+11 8.71912e+10 1.02057e+11 1.18448e+11 1.09403e+11 1.06682e+11
712000 1.05897e+11 8.69568e+10 1.02323e+11 1.18186e+11 1.0918e+11 1.06384e+11
714000 1.06497e+11 8.6714e+10 1.02066e+11 1.18742e+11 1.09311e+11 1.06165e+11
716000 1.07144e+11 8.66185e+10 1.01876e+11 1.19658e+11 1.09599e+11 1.0599e+11
718000 1.06931e+11 8.64672e+10 1.01605e+11 1.19683e+11 1.09381e+11 1.05788e+11
720000 1.07405e+11 8.66396e+10 1.01542e+11 1.1936e+11 1.09157e+11 1.05529e+11
722000 1.0935e+11 8.66805e+10 1.01392e+11 1.19031e+11 1.08974e+11 1.05346e+11
724000 1.09062e+11 8.65014e+10 1.01439e+11 1.19043e+11 1.09275e+11 1.05093e+11
726000 1.08855e+11 8.64583e+10 1.02387e+11 1.18734e+11 1.0916e+11 1.05124e+11
728000 1.08824e+11 8.63416e+10 1.03156e+11 1.18588e+11 1.08926e+11 1.04864e+11
730000 1.0912e+11 8.61249e+10 1.03102e+11 1.18312e+11 1.08647e+11 1.04705e+11
732000 1.09247e+11 8.62034e+10 1.02862e+11 1.18005e+11 1.08483e+11 1.04658e+11
734000 1.09131e+11 8.67049e+10 1.02999e+11 1.17911e+11 1.08403e+11 1.05255e+11
736000 1.08849e+11 8.64886e+10 1.0275e+11 1.18355e+11 1.08369e+11 1.06884e+11
738000 1.08836e+11 8.62768e+10 1.02587e+11 1.18063e+11 1.08458e+11 1.06796e+11
740000 1.08583e+11 8.60669e+10 1.02428e+11 1.18093e+11 1.08352e+11 1.07551e+11
742000 1.08395e+11 8.5844e+10 1.02395e+11 1.17868e+11 1.08071e+11 1.07429e+11
744000 1.09186e+11 8.5614e+10 1.02124e+11 1.17774e+11 1.08147e+11 1.07159e+11
746000 1.09357e+11 8.54087e+10 1.0195e+11 1.17487e+11 1.07873e+11 1.06958e+11
748000 1.09311e+11 8.52174e+10 1.02256e+11 1.17252e+11 1.07602e+11 1.06838e+11
750000 1.09055e+11 8.50393e+10 1.02036e+11 1.17059e+11 1.09062e+11 1.07506e+11
